county,district,section,number,xcenter,ycenter
桃園市,平鎮區,新勢段,440,121.217718710315,24.948582092786
桃園市,新屋區,啟文段,1179-1,121.119647415375,24.979143726033
桃園市,新屋區,啟文段,1180,121.11981929089,24.9789882432975
桃園市,楊梅區,豐野段,623,121.07674213986,24.938581289411
桃園市,楊梅區,豐野段,641,121.076928081975,24.938477002919498
桃園市,楊梅區,豐野段,613,121.07663716505,24.938614561065997
桃園市,楊梅區,豐野段,619,121.07668251843,24.938583900395997
桃園市,楊梅區,上湖段,25,121.111603283135,24.908402041709
桃園市,新屋區,下田心子段赤牛欄小段,554,121.072397319625,24.995582389048998
桃園市,楊梅區,新榮段,194,121.1635032324,24.957328180962
桃園市,新屋區,崁頭厝段崁頭厝小段,646,121.0194478057,24.988602576681
桃園市,觀音區,草富段,54,121.13948383893,25.048337272802
桃園市,中壢區,後興段,879,121.235193261715,24.9478824300015
桃園市,中壢區,石頭段,42-842,121.228317307725,24.953038325959
桃園市,觀音區,草富段,615,121.134890595135,25.0419558688505
桃園市,觀音區,觀玉段,42-2,121.08658897387,25.0486450286585
桃園市,觀音區,觀玉段,20,121.08120134737,25.045754292935
桃園市,觀音區,觀玉段,20-5,121.081420595425,25.0459457673895
桃園市,觀音區,觀玉段,20-10,121.0819965206,25.0464474536385
桃園市,觀音區,觀玉段,42-3,121.08680176759,25.048286549708003
桃園市,觀音區,觀玉段,20-8,121.08180433529,25.046280034121
桃園市,觀音區,草富段,191-10,121.13615778144501,25.047059028621
桃園市,觀音區,草富段,186-1,121.136478013275,25.047348641321
桃園市,觀音區,大潭段塘背小段,1453,121.06686835252,25.027505622075502
桃園市,觀音區,草新段,482-7,121.13858784088501,25.038552698841002
桃園市,中壢區,青溪段,275,121.204719954215,25.0125525175555
桃園市,桃園區,會稽段,618,121.31512857294001,25.0192814127205
桃園市,桃園區,富國段,1102,121.295020380365,25.0151965518845
桃園市,大溪區,三層段坑底小段,774-1,121.31734969899,24.873475072606
桃園市,大園區,客運一段,363,121.1693411174,25.044844882431498
桃園市,大園區,圳股頭段圳股頭小段,516,121.20626056841999,25.0747684991005
桃園市,蘆竹區,南崁廟口段營盤坑小段,151-14,121.29997272068499,25.0619250745275
桃園市,蘆竹區,坑子外段山腳小段,203-2,121.286735377,25.0882993301815
桃園市,蘆竹區,中興段,1063,121.332883008445,24.9932840272245
桃園市,大園區,埔心段埔心小段,1392,121.21461671888,25.0529721678015
桃園市,桃園區,三元段,452-1,121.32192396255499,25.002723250649503
桃園市,中壢區,興南段公坡小段,317,121.221328861295,24.969215893446
桃園市,觀音區,金湖段,1664,121.11062881416501,25.025695546427002
桃園市,中壢區,三座屋段舊社小段,99-2,121.217361401595,24.962129130615
桃園市,大溪區,烏塗窟段,1916-2,121.307425377425,24.899494379958497
桃園市,大溪區,埔頂段,124-796,121.282098134155,24.899360905383
桃園市,龍潭區,成功段,196-1,121.222305468605,24.8899868726685
桃園市,大溪區,埔頂段,124-795,121.28209908276,24.8994024547255
桃園市,大溪區,仁武段,166,121.27778428317501,24.895502119091503
桃園市,大溪區,三層段三層小段,2262-1,121.29304949541,24.8652982211365
桃園市,龍潭區,九座寮段,317-153,121.239396208765,24.8688785109285
桃園市,龍潭區,九座寮段,317-229,121.23980739897999,24.86635900247
桃園市,龍潭區,九座寮段,317-241,121.23885681446501,24.8671546798635
桃園市,大溪區,員林段,330,121.26808044691501,24.884702606475997
桃園市,楊梅區,草湳坡段草湳坡小段,80-18,121.173086598,24.912848776912
桃園市,楊梅區,永福段,110,121.25544833553,24.848302168392003
桃園市,新屋區,新屋段後湖小段,267-1,121.08980021777,24.993132429897
桃園市,八德區,興豐段,884,121.28619953248,24.9327575645915
桃園市,八德區,福興段,207,121.2871001411,24.9345174431285
桃園市,八德區,福興段,590,121.25795037949,24.9976629198155
桃園市,八德區,福興段,288,121.28571523597,24.9350374139305
桃園市,八德區,興豐段,1591,121.28646460622,24.930657555553502
桃園市,蘆竹區,新庄子段,1431-2,121.239570741145,25.026435910591502
桃園市,大園區,埔心段埔心小段,1767,121.21736287921999,25.037550040006
桃園市,大溪區,埔頂段,1088-5,121.27608710846,24.89389838098
桃園市,龍潭區,五福段,587,121.21801758136,24.866698349675
桃園市,龍潭區,五福段,573,121.21744268391001,24.8671731369935
桃園市,楊梅區,崩坡段崩坡小段,102-3,121.11643085191,24.892596156719
桃園市,大溪區,缺子段缺子小段,380-2,121.29558873424,24.9125578579485
桃園市,大溪區,缺子段缺子小段,263-17,121.29668911016,24.912229306843997
桃園市,楊梅區,富岡段,1345-1,121.08611471098,24.9268489157705
桃園市,楊梅區,楊梅段,138-38,121.14358783058,24.90861488939
桃園市,觀音區,草富段,478,121.135446156195,25.044027054149502
