year_s,鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,土地位置
107-2,中壢區,土地,環東段989-9地號,759.0,住,,,1070504,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,210000,277.0,,0.0,0,,RPOQMLRJNHNFFBH98DC,桃園市中壢區環東段989-9地號
107-2,平鎮區,土地,東豐段902地號,273.15,商,,,1070428,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,26000,95.0,,0.0,0,,RPSNMLSJNHNFFGH07DC,桃園市平鎮區東豐段902地號
107-2,桃園區,土地,忠義段1093-7地號,148.49,住,,,1070506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,1347.0,,0.0,0,,RPQRMLKKNHNFFAH48CC,桃園市桃園區忠義段1093-7地號
107-3,蘆竹區,土地,錦明段609地號,1679.33,工,,,1070420,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,101600,61.0,,0.0,0,租賃權力範圍部分是持分,RPTOMLLKNHNFFEH98CC,桃園市蘆竹區錦明段609地號
107-3,平鎮區,土地,平東段241-7地號,204.06,住,,,1070414,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,147.0,,0.0,0,,RPQNMLLKNHNFFGH78CC,桃園市平鎮區平東段241-7地號
107-3,大園區,土地,五塊厝段大埔小段305地號,2216.99,,特定農業區,農牧用地,1070515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,45.0,,0.0,0,,RPPOMLPKNHNFFEH98CC,桃園市大園區五塊厝段大埔小段305地號
107-3,中壢區,土地,三座屋段三座屋小段554-26地號,1038.0,住,,,1070511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,77.0,,0.0,0,,RPXQMLPKNHNFFBH17DC,桃園市中壢區三座屋段三座屋小段554-26地號
107-3,平鎮區,土地,新勢段322地號,284.25,商,,,1070510,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,3800,13.0,,0.0,0,,RPUOMLMLNHNFFGH96DC,桃園市平鎮區新勢段322地號
107-3,蘆竹區,土地,長興段136地號,436.32,工,,,1070502,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,195.0,,0.0,0,含增建或未登記建物。；含一棟有使用執照未保存登記建物,RPQOMLTLNHNFFEH96CC,桃園市蘆竹區長興段136地號
107-3,蘆竹區,土地,南山段687-1地號,2297.96,工,,,1070504,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,200000,87.0,,0.0,0,含增建或未登記建物。；已取得使用執照尚未保存登記之建物3樓,RPSPMLLJOHNFFEH98CC,桃園市蘆竹區南山段687-1地號
107-3,大園區,土地,沙崙段後厝小段315地號,1785.0,,一般農業區,農牧用地,1070529,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,120000,67.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；1~3年租金為12萬元；3~5年租金為12.36萬元,RPTPMLLJOHNFFEH09CC,桃園市大園區沙崙段後厝小段315地號
107-3,蘆竹區,土地,南山段687-8地號,2297.96,工,,,1070530,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,87.0,,0.0,0,含增建或未登記建物。；已取得使用執照尚未保存登記之建物2樓,RPVPMLLJOHNFFEH66CC,桃園市蘆竹區南山段687-8地號
107-3,龜山區,土地,華亞段119地號,1260.85,工,,,1070212,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,170000,135.0,,0.0,0,,RPSOMLSLOHNFFHH67EC,桃園市龜山區華亞段119地號
107-3,龜山區,土地,蔗園段1051地號,345.42,工,,,1070606,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,38400,111.0,,0.0,0,含增建或未登記建物。；出租含有使用執照未保存登記之建物。1~3年每月租金38400元，3~4年11個月每月租金40400元。,RPOOMLTLOHNFFHH17CC,桃園市龜山區蔗園段1051地號
107-3,中壢區,土地,三民段484地號,462.81,工,,,1070618,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,108.0,,0.0,0,含增建或未登記建物。；含乙棟無保存登記建物約140坪,RPXQMLTLOHNFFBH67CC,桃園市中壢區三民段484地號
107-3,中壢區,土地,大崙段1133地號,3849.12,,特定農業區,丁種建築用地,1070627,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,160000,42.0,,0.0,0,含增建或未登記建物。；含乙棟有使用執照無保存登記之建物,RPORMLTLOHNFFBH86CC,桃園市中壢區大崙段1133地號
107-3,中壢區,土地,雙嶺段1162-246地號,1610.06,工,,,1070629,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,276000,171.0,,0.0,0,含增建或未登記建物。；含有使用執照未保存登記之建物。1~5年每月租金276000元、6~10年每月租金289800元。,RPQRMLTLOHNFFBH07CC,桃園市中壢區雙嶺段1162-246地號
107-3,楊梅區,土地,草湳坡段埔心小段1-90地號,64.0,其他,,,1070612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,20000,313.0,,0.0,0,,RPUNMLNKPHNFFDH66CC,桃園市楊梅區草湳坡段埔心小段1-90地號
107-3,八德區,土地,豐田段1457地號,119.4,住,,,1070630,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,8000,67.0,,0.0,0,,RPPOMLKLPHNFFFH98DC,桃園市八德區豐田段1457地號
107-3,八德區,土地,豐田段1458地號,187.2,住,,,1070630,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,64.0,,0.0,0,,RPROMLKLPHNFFFH56DC,桃園市八德區豐田段1458地號
107-3,蘆竹區,土地,坑子口段海湖小段119-15地號,1322.31,,一般農業區,農牧用地,1070703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,83.0,,0.0,0,含增建或未登記建物。；,RPQOMLRLPHNFFEH96CC,桃園市蘆竹區坑子口段海湖小段119-15地號
107-3,桃園區,土地,大興段906地號,1551.26,住,,,1070731,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,230000,148.0,,0.0,0,,RPSRMLLMPHNFFAH56CC,桃園市桃園區大興段906地號
107-3,龍潭區,土地,民豐段651地號,1027.41,,一般農業區,農牧用地,1070802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,58.0,,0.0,0,地上有不可廠登之建物，出租坪數為230坪。,RPPOMLRJQHNFFCH56CC,桃園市龍潭區民豐段651地號
107-4,新屋區,土地,啟文段1829地號,2300.0,,特定農業區,丁種建築用地,1070815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,68000,30.0,,0.0,0,地上有未保存登記之建物，出租坪數為205坪。有使用執照,RPQOMLKLQHNFFDH88CC,桃園市新屋區啟文段1829地號
107-4,蘆竹區,土地,水尾段1046地號,636.18,工,,,1070731,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,185000,291.0,,0.0,0,含增建或未登記建物。；含一棟有使用執照未保存登記之作業廠房。1~2年租金18.5萬、第3年租金19萬、4~5年租金20萬。,RPSNMLNLQHNFFEH76CC,桃園市蘆竹區水尾段1046地號
107-4,蘆竹區,土地,富興段382-4地號,839.6,農,,,1070816,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,18000,21.0,,0.0,0,含增建或未登記建物。；,RPWOMLNJRHNFFEH17CC,桃園市蘆竹區富興段382-4地號
107-4,平鎮區,土地,廣東段1226地號,163.0,其他,,,1070726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,123.0,,0.0,0,土地上有未保存建物二層樓房,RPSNMLOJRHNFFGH96CC,桃園市平鎮區廣東段1226地號
107-4,新屋區,土地,石磊子段水流小段391地號,842.98,,特定農業區,農牧用地,1070910,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,71.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPROMLSLRHNFFDH27CC,桃園市新屋區石磊子段水流小段391地號
107-4,桃園區,土地,龍安段130-2地號,273.0,住,,,1070917,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,220.0,,0.0,0,,RPQOMLLJIINFFAH87DC,桃園市桃園區龍安段130-2地號
107-4,桃園區,土地,埔子段北門埔子小段30-3地號,147.0,商,,,1070926,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,408.0,,0.0,0,含增建或未登記建物。；建物未辦保存登記,RPROMLMJIINFFAH08DC,桃園市桃園區埔子段北門埔子小段30-3地號
107-4,中壢區,土地,中工段279地號,1729.0,,工業區,丁種建築用地,1070906,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,250000,145.0,,0.0,0,,RPPRMLMJIINFFBH18CC,桃園市中壢區中工段279地號
107-4,龜山區,土地,牛角坡段牛角坡小段138-7地號,791.0,農,,,1070601,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,42000,53.0,,0.0,0,,RPROMLNJIINFFHH98EC,桃園市龜山區牛角坡段牛角坡小段138-7地號
107-4,蘆竹區,土地,宏竹段60地號,1710.2,,特定農業區,農牧用地,1071001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,105000,61.0,,0.0,0,,RPPOMLPJIINFFEH48CC,桃園市蘆竹區宏竹段60地號
107-4,蘆竹區,土地,內興段632地號,1401.58,農,,,1070925,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,89250,64.0,,0.0,0,地上有不可廠登之建物，出租坪數為340坪。,RPTNMLTJIINFFEH56CC,桃園市蘆竹區內興段632地號
107-4,中壢區,土地,忠福段1990地號,139.0,農,,,1071006,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,23000,165.0,,0.0,0,含增建或未登記建物。；建物兩層只租1樓有建築改良物所有權贈與移轉契約書:一層129.4平方公尺,RPVNMLKKIINFFBH28CC,桃園市中壢區忠福段1990地號
107-4,中壢區,土地,中原段792地號,593.0,農,,,1071008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,84.0,,0.0,0,,RPPQMLPKIINFFBH58DC,桃園市中壢區中原段792地號
107-4,龜山區,土地,大崗段382地號,147.16,住,,,1071003,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,12000,82.0,,0.0,0,本建物未做保存登記,RPXNMLSKIINFFHH27CC,桃園市龜山區大崗段382地號
107-4,龜山區,土地,大崗段382地號,147.16,住,,,1071003,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,12000,82.0,,0.0,0,本建物未做保存登記,RPOOMLSKIINFFHH09CC,桃園市龜山區大崗段382地號
107-4,蘆竹區,土地,上興段826地號,467.86,工,,,1071024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,21.0,,0.0,0,,RPQNMLOLIINFFEH58CC,桃園市蘆竹區上興段826地號
107-4,龍潭區,土地,潛龍段115-1地號,1107.97,,工業區,丁種建築用地,1071026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,122000,110.0,,0.0,0,含增建或未登記建物。；出租範圍約244.51坪,RPRNMLKMIINFFCH18CC,桃園市龍潭區潛龍段115-1地號
107-4,蘆竹區,土地,南華段193地號,1766.54,商,,,1061024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,11.0,,0.0,0,1.建物未辦保存登記2.房地所有權人不同,RPUQMLLJJINFFEH09EC,桃園市蘆竹區南華段193地號
107-4,蘆竹區,土地,南竹段293地號,6114.99,農,,,1070511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,無,250000,41.0,,0.0,0,1.含增建或未登記建物2.外牆作為廣告使用,RPXQMLLJJINFFEH76EC,桃園市蘆竹區南竹段293地號
107-4,中壢區,土地,大華段57地號,76.89,,鄉村區,乙種建築用地,1070622,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,195.0,,0.0,0,含增建或未登記建物。；,RPSNMLLJJINFFBH28EC,桃園市中壢區大華段57地號
107-4,大園區,土地,五塊厝段大埔小段1107地號,1960.0,,特定農業區,農牧用地,1071105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,77.0,,0.0,0,地上有不可廠登之建物，出租坪數為450坪。,RPWNMLSJJINFFEH86CC,桃園市大園區五塊厝段大埔小段1107地號
107-4,龍潭區,土地,民有段436地號,3655.43,農,,,1071031,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,5.0,,0.0,0,,RPXNMLSJJINFFCH86DC,桃園市龍潭區民有段436地號
108-1,平鎮區,土地,平東段813地號,992.0,農,,,1071023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,30.0,,0.0,0,,RPVNMLMKJINFFGH09CC,桃園市平鎮區平東段813地號
108-1,蘆竹區,土地,富興段47地號,1983.47,農,,,1071108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,210000,106.0,,0.0,0,地上有不可廠登之建物，出租坪數為600坪。租賃期限為5年15天。上面欄位不能填半個月,RPOOMLNKJINFFEH38CC,桃園市蘆竹區富興段47地號
108-1,蘆竹區,土地,錦明段708-7地號,553.49,工,,,1071102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,115000,208.0,,0.0,0,含增建或未登記建物。；地上物約200坪,RPSPMLQLJINFFEH66CC,桃園市蘆竹區錦明段708-7地號
108-1,蘆竹區,土地,南崁下段683-36地號,3140.0,農,,,1071106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,16666,5.0,,0.0,0,短期租賃三個月租金新台幣伍萬元整,RPVPMLQLJINFFEH96CC,桃園市蘆竹區南崁下段683-36地號
108-1,蘆竹區,土地,新庄子段1152地號,1223.14,,特定農業區,農牧用地,1071112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90000,74.0,,0.0,0,含增建或未登記建物。；第一年至第三年每月租金玖萬元整；第四年至第五年每月租金玖萬伍仟元整。,RPWPMLQLJINFFEH07CC,桃園市蘆竹區新庄子段1152地號
108-1,桃園區,土地,八角段70地號,826.45,農,,,1071116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,97.0,,0.0,0,含增建或未登記建物。；,RPSQMLQLJINFFAH98CC,桃園市桃園區八角段70地號
108-1,龜山區,土地,善捷段174地號,2444.12,商,,,1071031,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,450000,184.0,,0.0,0,,RPSNMLRLJINFFHH86CC,桃園市龜山區善捷段174地號
108-1,桃園區,土地,新埔段572-17地號,236.0,住,,,1071115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90816,385.0,,0.0,0,,RPVNMLSLJINFFAH66DC,桃園市桃園區新埔段572-17地號
108-1,大園區,土地,橫山段湳子小段118-2地號,27640.0,工,,,1071130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,672000,24.0,,0.0,0,,RPSNMLQJKINFFEH98CC,桃園市大園區橫山段湳子小段118-2地號
108-1,中壢區,土地,青芝段56地號,958.68,住,,,1071111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,52.0,,0.0,0,,RPTOMLQJKINFFBH88CC,桃園市中壢區青芝段56地號
108-1,桃園區,土地,慈文段2133地號,33.0,住,,,1071214,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,無,19000,576.0,,0.0,0,,RPUNMLOKKINFFAH68CC,桃園市桃園區慈文段2133地號
108-1,蘆竹區,土地,富竹段563地號,330.58,農,,,1071210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,33000,100.0,,0.0,0,含增建或未登記建物。；,RPTOMLSKKINFFEH86CC,桃園市蘆竹區富竹段563地號
108-1,龜山區,土地,楓樹坑段楓樹坑小段656地號,2314.05,其他,,,1071214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,136500,59.0,,0.0,0,含增建或未登記建物。；,RPRNMLTKKINFFHH96CC,桃園市龜山區楓樹坑段楓樹坑小段656地號
108-1,楊梅區,土地,民豐段1396地號,2821.73,,工業區,丁種建築用地,1071224,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,210000,74.0,,0.0,0,含增建或未登記建物。；,RPOOMLMJJHOFFDH08CC,桃園市楊梅區民豐段1396地號
108-1,八德區,土地,建國段1051地號,3283.59,,特定農業區,農牧用地,1071226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,113520,35.0,,0.0,0,含管理費、稅金或水電等費用。；,RPWNMLMJJHOFFFH98CC,桃園市八德區建國段1051地號
108-1,龜山區,土地,善捷段240地號,1162.34,住,,,1071227,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,105300,91.0,,0.0,0,1-5年月租金105300元6-10年月租金112320元11-12年月租金122850元,RPUNMLMJJHOFFHH98CC,桃園市龜山區善捷段240地號
108-1,八德區,土地,豐田段1456-1地號,463.83,住,,,1080107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,22000,47.0,,0.0,0,,RPRPMLSJJHOFFFH76DC,桃園市八德區豐田段1456-1地號
108-1,大溪區,土地,瑞興段995地號,198.34,,特定農業區,農牧用地,1080102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,101.0,,0.0,0,含增建或未登記建物。；,RPPPMLRKJHOFFCH78CC,桃園市大溪區瑞興段995地號
108-1,大溪區,土地,瑞興段995地號,198.34,,特定農業區,農牧用地,1080102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,101.0,,0.0,0,含增建或未登記建物。；,RPQPMLRKJHOFFCH88CC,桃園市大溪區瑞興段995地號
108-1,龜山區,土地,蔗園段357地號,1218.34,工,,,1080116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,120000,98.0,,0.0,0,含增建或未登記建物。；,RPSNMLOLJHOFFHH66DC,桃園市龜山區蔗園段357地號
108-1,龜山區,土地,陳厝段1284地號,694.21,其他,,,1080110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,73500,106.0,,0.0,0,含增建或未登記建物。；,RPPOMLSLJHOFFHH76CC,桃園市龜山區陳厝段1284地號
108-1,蘆竹區,土地,水尾段817地號,424.24,工,,,1080108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,141.0,,0.0,0,含增建或未登記建物。；,RPXNMLSLJHOFFEH17CC,桃園市蘆竹區水尾段817地號
108-2,新屋區,土地,東勢段東勢小段270地號,2370.0,,特定農業區,丁種建築用地,1080124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,325000,137.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPXNMLNKKHOFFDH56CC,桃園市新屋區東勢段東勢小段270地號
108-2,蘆竹區,土地,坑子口段後壁厝小段359-12地號,1983.47,,工業區,丁種建築用地,1080211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,260000,131.0,,0.0,0,地上有不可廠登之建物，建坪約為220坪。,RPUNMLNKKHOFFEH98CC,桃園市蘆竹區坑子口段後壁厝小段359-12地號
108-2,中壢區,土地,三民段484地號,396.69,工,,,1080121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,101.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPRPMLNKKHOFFBH58CC,桃園市中壢區三民段484地號
108-2,八德區,土地,東勇段783-12地號,396.69,,特定農業區,農牧用地,1080129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,113.0,,0.0,0,含增建或未登記建物。；,RPVNMLNKKHOFFFH56CC,桃園市八德區東勇段783-12地號
108-2,蘆竹區,土地,水尾段1773地號,3181.51,工,,,1080215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,311385,98.0,,0.0,0,,RPRNMLKLKHOFFEH58DC,桃園市蘆竹區水尾段1773地號
108-2,蘆竹區,土地,水尾段905-1地號,4063.08,工,,,1080216,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,170000,42.0,,0.0,0,出租人同意自108年3月1日至109年5月31日為建設期，不計租金租期。第一年至第五年租金每月170000元整，第六年至第十年租金每月178500元整，第十一年至第十六年租金每月187400元整。,RPWNMLLLKHOFFEH09CC,桃園市蘆竹區水尾段905-1地號
108-2,平鎮區,土地,賦北段600地號,4049.41,農,,,1080218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,15.0,,0.0,0,,RPVNMLRJLHOFFGH07CC,桃園市平鎮區賦北段600地號
108-2,蘆竹區,土地,富竹段556地號,3325.0,農,,,1080225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,320000,96.0,,0.0,0,含增建或未登記建物。；,RPVNMLRJLHOFFEH86CC,桃園市蘆竹區富竹段556地號
108-2,龜山區,土地,蔗園段1057地號,328.07,工,,,1080315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,63000,192.0,,0.0,0,地上有無辦理保存登記之建物，出租坪數為140坪。,RPXNMLSKLHOFFHH57CC,桃園市龜山區蔗園段1057地號
108-2,大溪區,土地,東隆段1182地號,1157.0,,特定農業區,農牧用地,1080301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,30.0,,0.0,0,,RPTOMLMLLHOFFCH88CC,桃園市大溪區東隆段1182地號
108-2,龍潭區,土地,龍華段827地號,84.44,住,,,1080226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,13600,161.0,,0.0,0,,RPRPMLPLLHOFFCH56DC,桃園市龍潭區龍華段827地號
108-2,桃園區,土地,慈文段2076地號,191.0,住,,,1080325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,28380,149.0,,0.0,0,含增建或未登記建物。；建物無保存登記,RPTPMLQLLHOFFAH56CC,桃園市桃園區慈文段2076地號
108-2,龜山區,土地,精忠段866地號,826.44,住,,,1080304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,103.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPQNMLSLLHOFFHH96CC,桃園市龜山區精忠段866地號
108-2,蘆竹區,土地,南新段6地號,135.44,住,,,1080110,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,222.0,,0.0,0,含未保存登記建物,RPWNMLLJMHOFFEH66EC,桃園市蘆竹區南新段6地號
108-2,龜山區,土地,精忠段1431地號,362.11,工,,,1071209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,45000,124.0,,0.0,0,1.開始收租日期自:民國108年3月1日起至民國113年2月28日止共5年前三個月為裝潢期出租人不收租金。2.地上有建物一棟但建物有使用執照無保存登記。,RPQNMLLJMHOFFHH98EC,桃園市龜山區精忠段1431地號
108-2,龜山區,土地,陳厝段1285地號,760.33,其他,,,1080409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,105.0,,0.0,0,含增建或未登記建物。；,RPSOMLMLMHOFFHH76CC,桃園市龜山區陳厝段1285地號
108-2,桃園區,土地,中埔段346-1地號,149.0,住,,,1080408,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,56000,376.0,,0.0,0,土地上有未保存登記建物做代銷展示中心營業用,RPVRMLNLMHOFFAH76CC,桃園市桃園區中埔段346-1地號
108-2,八德區,土地,同福段334地號,4806.36,農,,,1080401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,150000,31.0,,0.0,0,,RPSNMLQLMHOFFFH86CC,桃園市八德區同福段334地號
108-2,八德區,土地,興豐段2692地號,810.83,住,,,1080419,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85846,106.0,,0.0,0,,RPSNMLMJNHOFFFH56EC,桃園市八德區興豐段2692地號
108-2,龍潭區,土地,黃唐段9-9地號,159.56,,鄉村區,乙種建築用地,1080410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,75.0,,0.0,0,,RPUNMLQJNHOFFCH76DC,桃園市龍潭區黃唐段9-9地號
108-2,桃園區,土地,小檜溪段277-150地號,637.58,住,,,1080422,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,105000,165.0,,0.0,0,,RPOQMLSJNHOFFAH09DC,桃園市桃園區小檜溪段277-150地號
108-3,大園區,土地,南港段516地號,10037.6,,特定農業區,農牧用地,1080501,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,15.0,,0.0,0,,RPROMLNLNHOFFEH56CC,桃園市大園區南港段516地號
108-3,中壢區,土地,內壢段813地號,314.05,農,,,1080511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,111.0,,0.0,0,含增建或未登記建物。；,RPUPMLTLNHOFFBH27CC,桃園市中壢區內壢段813地號
108-3,大溪區,土地,東隆段1289地號,1491.0,,特定農業區,農牧用地,1080501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,30.0,,0.0,0,,RPSNMLKMNHOFFCH78CC,桃園市大溪區東隆段1289地號
108-3,蘆竹區,土地,南山段651地號,1655.36,工,,,1080528,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,220000,133.0,,0.0,0,含增建或未登記建物。；,RPPOMLKMNHOFFEH78CC,桃園市蘆竹區南山段651地號
108-3,桃園區,土地,同安段1256地號,148.0,住,,,1080520,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,338.0,,0.0,0,含增建或未登記建物。；,RPTNMLKMNHOFFAH68CC,桃園市桃園區同安段1256地號
108-3,中壢區,土地,內壢段855-1地號,307.43,農,,,1080522,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,98.0,,0.0,0,含增建或未登記建物。；,RPROMLKMNHOFFBH68CC,桃園市中壢區內壢段855-1地號
108-3,龜山區,土地,蔗園段467地號,448.68,工,,,1080528,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,23000,51.0,,0.0,0,含管理費、稅金或水電等費用。；第一年~第三年月租金2.3萬；第四年~第六年月租金2.5萬；第七年~第九年月租金2.7萬。,RPQNMLRJOHOFFHH96CC,桃園市龜山區蔗園段467地號
108-3,觀音區,土地,富源段418地號,1983.47,,特定農業區,農牧用地,1080530,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,170000,86.0,,0.0,0,含增建或未登記建物。；,RPPNMLRJOHOFFBH88CC,桃園市觀音區富源段418地號
108-3,蘆竹區,土地,南榮段116-1地號,3246.08,工,,,1080517,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,160000,49.0,,0.0,0,上有未登記建物,RPPNMLOKOHOFFEH09DC,桃園市蘆竹區南榮段116-1地號
108-3,平鎮區,土地,關爺段661地號,111.92,農,,,1080529,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,250.0,,0.0,0,,RPOPMLSKOHOFFGH17DC,桃園市平鎮區關爺段661地號
108-3,大園區,土地,橫山段尖山小段12-8地號,6281.0,農,,,1080605,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,18.0,,0.0,0,,RPQOMLOLOHOFFEH66CC,桃園市大園區橫山段尖山小段12-8地號
