year,month,group_center,refer_point1,refer_point2,refer_point3,refer_point4,group
2016,12,61357.87234042553,59955.555555555555,56152.44117647059,59400.479166666664,32599.785714285714,0
2017,1,56413.03703703704,49813.153846153844,50405.90476190476,51952.82608695652,50412.818181818184,0
2017,2,47517.153846153844,41532.92,38820.692307692305,49593.72727272727,54833.2,0
2017,3,60177.666666666664,56940.93548387097,60106.31578947369,64202.37209302326,52264.72727272727,0
2017,4,47315.8717948718,61250.114285714284,37569.15909090909,43752.02777777778,47619.11111111111,0
2017,5,60520.967741935485,56470.0,44823.25,57181.166666666664,41532.61111111111,0
2017,6,69312.20689655172,46647.142857142855,48562.21621621621,59347.05405405405,45080.27777777778,0
2017,7,91247.65,79008.16666666667,74389.5,78669.18181818182,38518.36842105263,0
2017,8,79644.3953488372,78036.55,52857.94117647059,80135.23076923077,51958.5,0
2017,9,71083.61111111111,55853.41176470588,74462.57575757576,77119.31578947368,41824.05,0
2017,10,72427.04166666667,82590.64285714286,60912.793103448275,75876.21739130435,24737.526315789473,0
2017,11,63555.23809523809,57228.17647058824,73874.6875,63721.15,37824.07692307692,0
2017,12,47273.44117647059,40340.642857142855,49433.541666666664,58276.15151515151,32959.71428571428,0
2018,1,45803.619047619046,60584.933333333334,44698.117647058825,46390.04651162791,34342.391304347824,0
2018,2,72274.79166666667,47829.5,61898.25,68447.70833333333,57864.86666666667,0
2018,3,58941.816326530614,73631.92857142857,53064.26530612245,55727.78846153846,49496.529411764706,0
2018,4,47784.692307692305,47164.47826086957,48189.0,41282.89743589744,32737.52380952381,0
2018,5,49778.13559322034,54178.269230769234,42469.51219512195,55980.206896551725,34649.63636363636,0
2018,6,59140.346153846156,46899.125,56546.016393442624,68051.515625,37615.666666666664,0
2018,7,57593.52173913043,60779.52,44791.551020408166,54983.142857142855,41936.63636363636,0
2018,8,50681.07042253521,51086.96666666667,49327.82456140351,53660.737704918036,47612.705882352944,0
2018,9,61784.72151898734,53351.46511627907,60622.813953488374,65557.3698630137,40970.69565217391,0
2018,10,73856.63333333333,58875.846153846156,58048.03125,68731.89393939394,52092.05882352941,0
2018,11,67807.45098039215,75087.93333333333,44230.88372093023,67899.34090909091,51285.269230769234,0
2018,12,68126.45454545454,66955.5,60662.47222222222,64507.08108108108,49102.045454545456,0
2019,1,57854.18461538461,52609.606060606064,56694.35897435898,54452.64179104478,34140.318181818184,0
2019,2,65270.89473684211,66475.05882352941,47362.24137931035,61289.25,51729.92857142857,0
2019,3,74228.89333333333,81169.1724137931,49065.86842105263,76148.6052631579,29200.333333333332,0
2019,4,67380.57894736843,54935.67647058824,62566.270833333336,69018.56944444444,47712.739130434784,0
2019,5,63331.18518518518,58479.392857142855,61599.28070175439,66138.21917808219,53635.041666666664,0
2019,6,59178.4,63370.10256410256,48377.318181818184,62643.8717948718,32129.076923076922,0
2019,7,77247.39175257731,77004.96666666666,57748.75,84196.70114942528,46514.81481481482,0
2019,8,71260.66666666667,54706.02272727273,55948.119047619046,76738.81012658228,45142.65217391304,0
2019,9,69495.28813559322,56716.8,52609.206896551725,83313.67272727273,41947.28,0
2019,10,81554.68518518518,68836.21739130435,48315.16216216216,82192.90163934426,35291.4,0
2019,11,66149.36170212766,73247.75,53981.03703703704,62142.692307692305,45112.269230769234,0
2019,12,69835.97674418605,74665.6551724138,48034.55172413793,68012.54347826086,46487.27272727273,0
2020,1,65279.10526315789,70781.0,47707.9,63985.793103448275,36695.05263157895,0
2020,2,64620.619047619046,71233.28571428571,52462.833333333336,68185.29166666667,42615.61111111111,0
2020,3,73854.84126984127,72988.66666666667,58371.694444444445,75945.15,47890.8,0
2020,4,66685.26829268293,63069.166666666664,34309.15625,63968.38,44601.807692307695,0
2020,5,64174.596153846156,60959.30434782609,41296.26530612245,54023.779411764706,44300.142857142855,0
2020,6,53208.333333333336,36832.20652173913,49285.529411764706,53791.52631578947,31043.8,0
2020,7,48803.085106382976,41941.53571428572,48080.4693877551,65313.26190476191,32915.354838709674,0
2020,8,71621.74074074074,46195.566666666666,54947.39473684211,61891.16393442623,48565.34782608696,0
2020,9,64264.018867924526,57508.62857142857,55960.769230769234,62307.379310344826,39613.916666666664,0
2020,10,57877.857142857145,60814.96153846154,52693.307692307695,60525.67307692308,47601.525,0
2020,11,83408.42857142857,67704.21052631579,78937.33333333333,73826.22891566265,45450.6875,0
2020,12,73812.41441441441,71077.15873015873,62117.64,76029.7358490566,36220.020833333336,0
2021,1,80034.46153846153,90562.05405405405,70629.64285714286,67032.75609756098,59201.444444444445,0
2021,2,67502.03333333334,60763.21052631579,79725.91304347826,71964.48717948717,25732.416666666668,0
2021,3,58632.35593220339,62958.92307692308,51323.25,51107.53333333333,55384.793103448275,0
2021,4,83007.08888888889,61354.704545454544,52589.67346938775,67631.95833333333,54703.05714285714,0
2021,5,56417.666666666664,65944.6,37926.51612903226,60272.604166666664,31124.19512195122,0
2021,6,45765.7037037037,44921.68,52866.32142857143,53229.5,43670.76190476191,0
2021,7,59577.09090909091,60152.13333333333,62718.5,71984.26829268293,36274.2,0
2021,8,74784.05555555556,66331.79411764706,52161.6,84649.55102040817,33451.06,0
2021,9,62792.0,72148.2,44154.75925925926,68946.1081081081,36846.46,0
2021,10,66826.5,53216.07407407407,62882.82142857143,67443.42857142857,37201.09756097561,0
2021,11,65541.05128205128,58112.82142857143,58346.23333333333,64047.82352941176,35272.69565217391,0
2021,12,75816.64285714286,71580.55555555556,56912.181818181816,68398.02127659574,44960.53846153846,0
2022,1,63581.10810810811,74882.14285714286,46425.09090909091,70882.41176470589,45449.0,0
2022,2,50165.92592592593,63472.5625,47026.681818181816,68049.07407407407,52564.666666666664,0
2022,3,87440.48148148147,64210.72727272727,79060.08333333333,81090.97101449275,54807.57142857143,0
2012,7,11503.70588235294,10639.619047619048,12816.888888888889,12073.266666666666,9141.1875,10
2012,8,23080.714285714286,14719.608695652174,11122.222222222223,22229.795454545456,13323.565217391304,10
2012,9,12493.923076923076,9203.461538461539,11086.243243243243,14784.15,7682.916666666667,10
2012,10,15675.612903225807,11416.16,8226.411764705883,16861.4358974359,10250.375,10
2012,11,14036.551724137931,7344.590909090909,13056.59090909091,14584.28,10256.257142857143,10
2012,12,22024.08510638298,11817.714285714286,11098.870967741936,20523.323529411766,17706.382978723403,10
2013,1,18357.46153846154,8540.185185185184,13736.724137931034,19354.37037037037,10757.277777777777,10
2013,2,16953.0,8747.515151515152,14003.142857142857,18447.72972972973,6229.1578947368425,10
2013,3,13348.12,7036.311475409836,16093.41304347826,16549.418604651164,6743.870967741936,10
2013,4,29207.825396825396,10462.57142857143,13843.32142857143,29877.422535211266,9457.142857142857,10
2013,5,26251.2,8478.173913043478,14553.290322580646,25971.457142857143,9518.342105263158,10
2013,6,24345.53846153846,12179.354166666666,14850.296296296296,26024.09677419355,8450.689655172413,10
2013,7,20470.630434782608,9912.622222222222,11466.114285714286,23093.355555555554,7814.15625,10
2013,8,21891.309523809523,8980.92857142857,14522.793103448275,23780.214285714286,11764.411764705883,10
2013,9,19798.81818181818,14134.305555555555,24951.34375,21541.115384615383,12256.52,10
2013,10,15542.396551724138,9807.030303030304,14564.5,18401.74193548387,15843.296296296296,10
2013,11,32339.677419354837,8924.35294117647,20730.11111111111,27927.958333333332,19441.391304347828,10
2013,12,20641.69090909091,15385.878787878788,15746.964285714286,21274.257575757576,15232.65,10
2014,1,25641.735294117647,16503.44827586207,17830.222222222223,27548.625,23150.2,10
2014,2,20740.1875,8219.666666666666,17889.57894736842,21620.297297297297,14694.533333333333,10
2014,3,22335.775,11418.35,23674.12,25286.14285714286,18555.95,10
2014,4,22451.764705882353,20874.28125,14655.826086956522,18862.967213114753,13989.958333333334,10
2014,5,31129.615384615383,11758.75,15205.9,26278.0,9926.866666666667,10
2014,6,23864.583333333332,15074.58064516129,15937.173913043478,19086.676470588234,13632.0,10
2014,7,19384.882352941175,13158.0,33824.976744186046,17558.909090909092,11773.318181818182,10
2014,8,32191.653846153848,14654.5,25463.0,41150.681818181816,14518.875,10
2014,9,26491.846153846152,17555.8125,17111.4,29674.76,13893.0,10
2014,10,15116.470588235294,10344.0,11854.76923076923,14036.25,21608.866666666665,10
2014,11,24507.571428571428,21010.583333333332,22940.6,23518.63157894737,17109.176470588234,10
2014,12,28057.666666666668,16141.722222222223,16238.448275862069,23642.94827586207,13479.411764705883,10
2015,1,29244.333333333332,22807.0,7655.181818181818,26477.521739130436,10920.833333333334,10
2015,2,33300.25,15015.0,21346.285714285714,33362.36363636364,21720.636363636364,10
2015,3,34427.23529411765,19134.555555555555,23320.75,30327.73076923077,15039.0,10
2015,4,24929.862068965518,20432.84,18530.5,35367.44117647059,27700.90322580645,10
2015,5,14531.78947368421,20736.9375,12782.35,18039.17391304348,13606.826086956522,10
2015,6,16404.85714285714,9580.1,20924.666666666668,20700.25,10707.416666666666,10
2015,7,24384.65,9050.142857142857,7209.9375,21326.483870967742,19854.222222222223,10
2015,8,29902.14285714286,22037.666666666668,24160.866666666665,19614.64285714286,18294.333333333332,10
2015,9,18555.076923076922,16466.333333333332,29702.333333333332,23312.214285714286,15294.111111111111,10
2015,10,33775.142857142855,34687.142857142855,8534.375,30985.42105263158,25997.928571428572,10
2015,11,15375.214285714286,12218.75,12293.631578947368,20701.375,19868.615384615383,10
2015,12,35614.09090909091,9951.363636363636,22329.655172413793,30378.541666666668,10549.833333333334,10
2016,1,17928.545454545456,21408.4,8979.538461538461,22621.583333333332,10191.818181818182,10
2016,2,4348.0,8070.0,8623.0,17404.0,13956.25,10
2016,3,22698.846153846152,28400.6,12578.058823529413,28699.153846153848,12146.8,10
2016,4,6461.666666666667,14393.0,5477.857142857143,9618.07142857143,15774.727272727272,10
2016,5,32076.615384615383,14244.636363636364,12118.083333333334,27758.63157894737,17103.75,10
2016,6,13264.5,10070.5,14706.333333333334,16242.363636363636,18867.285714285714,10
2016,7,37979.92307692308,11194.4,11488.3,40259.42857142857,13885.5,10
2016,8,31067.666666666668,8970.1,37335.3,25001.36842105263,23036.125,10
2016,9,32089.0,8520.0,4563.0,20250.272727272728,14112.6,10
2016,10,19006.444444444445,6370.333333333333,37825.28571428572,15844.636363636364,8469.0,10
2016,11,22026.833333333332,12626.625,25381.052631578947,19639.14285714286,19106.555555555555,10
2016,12,13459.5,17016.333333333332,11393.92,15795.2,14531.615384615385,10
2017,1,28108.157894736843,13869.75,11116.4,32327.9375,11428.875,10
2017,2,34727.6,9219.222222222223,8871.2,34091.21428571428,14039.785714285714,10
2017,3,28824.5,15515.0625,12499.142857142857,26918.054054054053,21535.6,10
2017,4,28238.354838709678,23331.571428571428,19157.071428571428,30962.44827586207,18017.0,10
2017,5,16575.0,13095.666666666666,21607.5625,15496.228571428572,13536.25,10
2017,6,22456.18181818182,14528.444444444445,24210.238095238095,23502.552631578947,13140.375,10
2017,7,20460.714285714286,11857.75,14911.130434782608,26639.304347826088,17587.69230769231,10
2017,8,28514.41176470588,13080.846153846154,18664.0,24018.375,21049.285714285714,10
2017,9,36767.0625,12732.0,24751.0,24004.0,21578.4,10
2017,10,18760.46153846154,9496.166666666666,5126.615384615385,18554.666666666668,14653.07142857143,10
2017,11,9017.105263157895,12301.23076923077,17264.1875,11526.576923076924,11200.272727272728,10
2017,12,22399.352941176472,25545.14285714286,13692.545454545454,27457.70588235294,19450.555555555555,10
2018,1,26915.777777777777,10390.625,28208.375,27389.533333333333,31775.066666666666,10
2018,2,11786.76923076923,8600.5,5928.0,30227.75,14522.285714285714,10
2018,3,24508.272727272728,12848.333333333334,14469.833333333334,28553.0,7898.8,10
2018,4,29283.69230769231,13231.888888888889,17264.266666666666,34708.666666666664,19377.8,10
2018,5,11177.166666666666,9365.125,30279.464285714286,14900.846153846154,14456.333333333334,10
2018,6,30417.75,9157.416666666666,21658.823529411766,33675.75,13313.857142857143,10
2018,7,14795.538461538461,10486.0,33657.11111111111,19410.214285714286,19309.785714285714,10
2018,8,26017.53846153846,15667.29411764706,7039.2,24254.884615384617,22327.6,10
2018,9,12810.29411764706,19679.882352941175,16324.916666666666,20530.82608695652,24623.714285714286,10
2018,10,12070.666666666666,9914.545454545454,41220.0,27340.777777777777,33080.5,10
2018,11,17841.222222222223,16394.571428571428,17381.970588235294,22274.241379310344,19455.4,10
2018,12,20468.454545454544,16753.444444444445,23249.2,22611.46875,8592.09090909091,10
2019,1,36360.153846153844,21522.38888888889,27277.833333333332,36455.53846153846,19682.6,10
2019,2,10009.8,8815.692307692309,8977.8,11865.21052631579,23314.5,10
2019,3,24655.166666666668,29413.0,19634.88888888889,21932.84,20741.428571428572,10
2019,4,13543.875,13460.8,10694.333333333334,13930.6,18173.8,10
2019,5,25214.714285714286,18724.6,20410.095238095237,26879.6,19046.70588235294,10
2019,6,23166.166666666668,15333.208333333334,22651.5,24441.714285714286,13204.454545454546,10
2019,7,35016.0,12003.642857142857,29113.285714285714,32468.05,17832.727272727272,10
2019,8,34352.86666666667,23295.153846153848,8217.375,33075.65,23598.625,10
2019,9,22891.48,13021.444444444445,29763.0,25056.484848484848,15326.818181818182,10
2019,10,21775.954545454544,11649.307692307691,11848.304347826086,22205.14285714286,20546.5625,10
2019,11,22601.375,11688.2,17860.928571428572,23052.037037037036,9909.846153846154,10
2019,12,22112.58823529412,15376.0,10938.611111111111,22162.206896551725,19185.545454545456,10
2020,1,37851.07142857143,22338.833333333332,20413.833333333332,30498.0,17632.0,10
2020,2,18887.647058823528,11574.2,13314.190476190477,18211.76,10070.7,10
2020,3,21920.684210526317,11589.823529411764,11030.4,23811.19230769231,18569.9375,10
2020,4,22378.185185185186,15119.0,9789.176470588236,20486.5,28297.923076923078,10
2020,5,26106.10714285714,23284.571428571428,14737.03125,25193.761904761905,19795.4,10
2020,6,18202.285714285714,15924.35,24809.722222222223,19024.458333333332,22690.272727272728,10
2020,7,30530.090909090908,12838.0,10142.542857142857,29724.32,9906.866666666667,10
2020,8,12609.538461538461,16204.588235294117,14910.733333333334,14028.555555555555,16471.933333333334,10
2020,9,32449.0,8931.833333333334,17574.5,26069.0,23003.714285714286,10
2020,10,29609.266666666666,18228.88888888889,15860.125,25866.645161290322,26640.928571428572,10
2020,11,49291.354838709674,22167.878787878788,19034.758620689656,30646.260869565216,8316.0,10
2020,12,15018.666666666666,11027.807692307691,21407.363636363636,18832.21052631579,11599.785714285714,10
2021,1,22951.0,16449.1,16062.2,21153.516129032258,24198.866666666665,10
2021,2,32081.222222222223,24100.904761904763,62583.3,32083.9,15975.923076923076,10
2021,3,53523.142857142855,20887.0,17053.684210526317,29159.970588235294,33578.454545454544,10
2021,4,21283.473684210527,16069.9375,13776.0,19878.96,19021.73076923077,10
2021,5,23782.58620689655,21670.153846153848,20788.70588235294,19426.5,21104.9375,10
2021,6,30363.18181818182,32753.333333333332,25746.75,21419.846153846152,16478.583333333332,10
2021,7,14288.423076923076,13601.625,22951.933333333334,11033.018867924528,17115.0,10
2021,8,30939.52380952381,15145.421052631578,16424.666666666668,20431.18918918919,15353.0,10
2021,9,17417.28,15531.625,6944.8,22601.136363636364,16524.81818181818,10
2021,10,23805.866666666665,19262.44,23899.333333333332,22017.472222222223,21053.17391304348,10
2021,11,27963.208333333332,20568.944444444445,14028.806451612903,24228.48888888889,36293.13333333333,10
2021,12,28864.46153846154,21778.8,20381.93181818182,25623.53488372093,19559.96875,10
2022,1,38832.82608695652,24472.75,30673.966666666667,31477.305555555555,24322.35,10
2022,2,28058.85714285714,14669.92857142857,23612.153846153848,23230.36842105263,22404.0,10
2022,3,27131.0,18140.6,24267.95,21792.0,20943.647058823528,10
2012,7,68889.66666666667,82898.1052631579,48623.48387096774,55864.77777777778,44688.5,1
2012,8,66771.3953488372,55142.392857142855,57804.25,49466.179487179485,37079.48148148148,1
2012,9,66197.05769230769,63510.290322580644,48888.98275862069,58471.0,30220.08823529412,1
2012,10,58276.985507246376,51144.71428571428,41316.6,44823.56363636364,37639.22222222222,1
2012,11,48508.75362318841,55044.529411764706,37722.479166666664,33365.92592592593,37513.527272727275,1
2012,12,55442.35114503817,63138.620253164554,45122.625,44230.019230769234,44672.16091954023,1
2013,1,68564.33139534884,66929.34,53236.8717948718,57667.5462962963,36468.535211267605,1
2013,2,68475.5294117647,54991.770491803276,70631.1836734694,67133.67307692308,43886.31707317073,1
2013,3,58381.11034482758,61368.28571428572,63126.117647058825,62481.35238095238,36378.42307692308,1
2013,4,52926.6875,54964.4081632653,48802.78378378379,47816.93023255814,44415.010204081635,1
2013,5,55805.64179104478,51878.1037735849,47220.19587628866,49189.53398058253,41617.679611650485,1
2013,6,62387.45637583893,64509.01052631579,48772.276190476194,54764.0,34347.882352941175,1
2013,7,61719.330357142855,66380.57333333333,50176.81012658228,63636.21428571428,37221.92156862745,1
2013,8,59607.21666666667,66274.67032967033,44511.87671232877,53343.34065934066,45469.1619047619,1
2013,9,71010.86928104576,78336.7327586207,48202.86138613861,65944.68604651163,53539.74285714285,1
2013,10,64573.811320754714,72853.08108108108,52000.08888888889,60075.53947368421,55843.98701298701,1
2013,11,69872.48120300751,68057.9696969697,62633.58490566038,65300.76119402985,60432.142857142855,1
2013,12,68032.74251497006,63860.9595959596,59858.14173228347,63227.947916666664,54072.32380952381,1
2014,1,65794.26,82298.24489795919,63333.06172839506,55010.87037037037,65582.5945945946,1
2014,2,59339.16483516483,65824.80487804877,51815.65060240964,39917.38888888889,67108.98387096774,1
2014,3,64535.9012345679,74756.54761904762,55188.76056338028,62542.057692307695,55645.69642857143,1
2014,4,69976.23140495867,86469.5625,60549.525862068964,62689.02739726027,64751.5,1
2014,5,63632.45263157895,82784.45945945945,58317.05970149254,56433.119402985074,47267.23809523809,1
2014,6,71858.75,82031.33333333333,68303.3488372093,60998.34,59687.45,1
2014,7,74570.94680851063,98252.7027027027,57698.17857142857,72445.13559322034,67244.49295774648,1
2014,8,74939.31325301205,67015.23809523809,67431.88732394367,69569.72340425532,68152.33333333333,1
2014,9,67560.24390243902,75014.75,52762.606060606064,56926.36363636364,54144.1724137931,1
2014,10,65923.37878787878,61544.82692307692,51493.20930232558,56010.69841269841,43745.84848484849,1
2014,11,74013.71621621621,66716.13513513513,71249.88,68440.40384615384,74284.61904761905,1
2014,12,72903.41780821918,60684.09302325582,70268.33980582525,73620.83653846153,51209.73333333333,1
2015,1,103389.375,75903.05714285714,91705.48837209302,102441.16279069768,53588.03571428572,1
2015,2,70544.70588235294,101282.6,65641.25,51843.2962962963,52491.03846153846,1
2015,3,72011.95833333333,78716.6,57955.63157894737,74541.72222222222,53366.818181818184,1
2015,4,70030.07575757576,69418.57142857143,63068.35294117647,67934.52083333333,66142.24242424243,1
2015,5,68644.75903614458,87337.35714285714,54606.05714285714,70840.44642857143,61614.01818181818,1
2015,6,65867.45054945054,70858.25581395348,52798.545454545456,57646.21621621621,53763.0,1
2015,7,73095.33333333333,85351.31578947368,54894.27659574468,75880.54285714286,49325.90625,1
2015,8,72151.79365079365,76176.57894736843,61384.54,50067.80701754386,52962.625,1
2015,9,72298.22448979592,81111.21052631579,56827.77358490566,47216.05263157895,58784.63157894737,1
2015,10,52811.675,55595.82352941176,52062.51351351351,47739.818181818184,52327.7,1
2015,11,65850.44262295082,58514.0,59994.510204081635,79077.51219512195,45044.833333333336,1
2015,12,98104.41463414633,118641.78571428571,78850.28378378379,84492.5294117647,36049.95652173913,1
2016,1,60729.12962962963,84458.0625,45699.163265306124,66219.62745098039,59551.875,1
2016,2,66153.96153846153,53940.142857142855,46913.92307692308,56945.9,42853.5,1
2016,3,59242.48387096774,68449.875,45524.45945945946,54918.782608695656,45389.72,1
2016,4,96294.3870967742,96120.46153846153,59909.294117647056,75307.22222222222,52078.0,1
2016,5,70747.53191489361,79536.88461538461,55352.32558139535,61914.51515151515,70905.08695652174,1
2016,6,61266.485714285714,51429.26666666667,56453.65714285714,59047.230769230766,44126.64705882353,1
2016,7,63098.51282051282,62888.61111111111,60503.625,57400.2962962963,55119.36,1
2016,8,52383.26,40947.42857142857,53318.02,44242.92105263158,78978.58823529411,1
2016,9,58614.52777777778,83826.58823529411,50269.45161290323,46841.625,46468.566666666666,1
2016,10,66374.79166666667,84877.33333333333,48660.10810810811,50452.63157894737,34614.416666666664,1
2016,11,60939.46153846154,51172.04761904762,57252.934782608696,53050.21052631579,59932.34482758621,1
2016,12,61025.098039215685,68442.77777777778,67221.26086956522,57442.05128205128,57563.23529411765,1
2017,1,55853.192307692305,56801.181818181816,55286.88888888889,53216.22222222222,43640.666666666664,1
2017,2,50129.92307692308,47767.0,55346.17647058824,51853.15789473684,31989.6875,1
2017,3,63150.916666666664,57298.967741935485,55868.5,62114.1282051282,51739.692307692305,1
2017,4,51154.604166666664,61250.114285714284,42003.79069767442,46714.11111111111,39457.15,1
2017,5,59878.878787878784,63765.76470588235,54962.433333333334,63355.458333333336,44401.09090909091,1
2017,6,64423.35,46505.90476190476,59785.379310344826,57573.45161290323,35762.846153846156,1
2017,7,87257.72,85052.55555555556,106443.09090909091,83823.13333333333,39139.666666666664,1
2017,8,77868.07843137255,83191.27272727272,75425.19354838709,71571.53488372093,47507.04761904762,1
2017,9,70393.61904761905,61255.05882352941,72910.41176470589,70291.56666666667,33530.25,1
2017,10,78871.56,93074.7,67024.78947368421,77895.0,46123.31578947369,1
2017,11,67901.12195121951,50393.42105263158,76484.875,57618.41379310345,46931.8064516129,1
2017,12,58696.73333333333,45930.333333333336,49719.833333333336,53553.916666666664,37203.739130434784,1
2018,1,46912.692307692305,67894.55555555556,50615.37777777778,54542.0,35087.55,1
2018,2,74075.70833333333,56661.666666666664,74022.77777777778,70473.86363636363,54030.333333333336,1
2018,3,62449.18,73723.92307692308,54799.52380952381,55301.63636363636,55610.166666666664,1
2018,4,46116.56338028169,49244.42105263158,46914.41333333333,44680.479166666664,41969.92307692308,1
2018,5,54534.224137931036,52281.4,49213.70175438596,58479.38461538462,45840.607142857145,1
2018,6,68070.49206349206,49760.19047619047,57875.13513513513,72697.86363636363,38473.56756756757,1
2018,7,61338.66071428572,65348.95652173913,52517.15789473684,54831.77551020408,44616.48275862069,1
2018,8,54201.21212121212,62484.807692307695,53975.3768115942,54766.857142857145,45939.43243243243,1
2018,9,63780.6625,56239.38888888889,67298.72881355933,66808.40425531915,40164.2,1
2018,10,73349.8,63030.40740740741,72656.14285714286,71750.19230769231,57154.958333333336,1
2018,11,71977.27272727272,75717.57142857143,52996.15094339623,58344.625,50033.09090909091,1
2018,12,67075.55813953489,62141.294117647056,61758.48,67049.03333333334,53527.40909090909,1
2019,1,55230.779411764706,56390.454545454544,57956.79245283019,54107.29090909091,41404.84,1
2019,2,64051.295454545456,66475.05882352941,51329.05263157895,51624.82142857143,42453.5625,1
2019,3,73525.93670886075,79323.96666666666,64348.394366197186,78098.08620689655,35548.0625,1
2019,4,67126.66233766233,55569.545454545456,71442.24615384615,69094.29411764706,53242.28,1
2019,5,66233.65,57310.40740740741,66056.77777777778,64221.228070175435,57150.90476190476,1
