land_id,tran_coordinate,group_id,group_center,refer_point1,refer_point2,refer_point3,refer_point4,group_center_DIST,refer_point1_DIST,refer_point2_DIST,refer_point3_DIST,refer_point4_DIST
265,"25.011414024097498,121.17956805529",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5066.9879478443445,8055.845654487566,2110.132368853133,5599.965355063967,6161.793175901721
266,"25.00708209258,121.136078378785",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6720.595058837284,9341.558738959078,4590.060855944537,8784.732270102193,5580.365448959367
296,"25.0047725802685,121.19596014057",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6179.564215227239,9045.57988810717,3542.8945483272864,5826.833804652817,7771.845094176644
302,"25.041770883731,121.20998778184",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3988.9331409924275,5912.2233258966735,3856.0717274619105,1786.2760728682595,6826.8984105228665
304,"25.015572309757506,121.13354352279",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6140.199512960259,8611.441171022236,4387.224936353685,8440.316629957437,4705.647896097624
305,"25.0258412048595,121.182063372435",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3531.257886232484,6488.681060397914,914.9435469611981,4079.7600357192955,5125.582299657492
315,"25.079896316618,121.207992105765",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4264.404326887058,3447.910518452696,6517.868364009624,2583.6663605705044,6903.878975316345
316,"25.062588448669,121.2024152138",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",2925.243135329121,3710.054046651777,4620.610638512916,647.4556155827345,5887.78477137519
317,"25.026912522748,121.21339978483",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5171.597347442685,7460.781084433199,3978.4567479485186,3458.1049800608293,7714.18580857726
318,"25.05443559171,121.224561095545",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5098.132230017914,6050.89391437914,5776.595305265134,2110.7253397006793,8093.1480089895085
319,"25.0449947340105,121.215528994045",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4382.2975035977715,6008.630000297152,4506.208882504379,1769.6277473610905,7297.339182872427
322,"25.0690422502145,121.137102799555",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3969.263632497501,4083.0989672735222,5730.518544563168,6864.724130630131,1534.875225642449
324,"25.005776035443,121.18860714833",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5847.521637369842,8784.228197504148,3037.258806775803,5865.880484547513,7208.180026300441
347,"25.006704675102,121.17508339535",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5559.479682040025,8559.218433710093,2560.467540739567,6269.559211879216,6362.980068520104
349,"25.015337494367,121.192550883055",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4964.4297054769795,7826.839871002286,2456.0672529520907,4740.677835510241,6692.9141582090015
369,"25.043873061499,121.21050668464",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3945.5997802072534,5763.094335064887,3990.3323671877774,1591.6111524824682,6824.670805926084
370,"25.043333829605,121.208725948515",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3802.087903985488,5697.372656433879,3801.602903511464,1580.7142421224098,6662.357573710664
381,"25.0439214559115,121.13813235596",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3903.9893653882473,5731.887530449483,3953.2549452082967,6781.8888838408575,1569.1030800047135
