year,month,group_center,refer_point1,refer_point2,refer_point3,refer_point4,group
2018,6,33.0,7.0,29.0,43.0,15.0,0
2018,7,28.0,8.0,14.0,43.0,12.0,0
2018,8,39.0,12.0,22.0,43.0,13.0,0
2018,9,41.0,17.0,15.0,42.0,10.0,0
2018,10,36.0,2.0,6.0,49.0,7.0,0
2018,11,27.0,5.0,17.0,26.0,5.0,0
2018,12,24.0,3.0,20.0,28.0,6.0,0
2019,1,32.0,13.0,18.0,48.0,7.0,0
2019,2,16.0,13.0,7.0,29.0,5.0,0
2019,3,41.0,8.0,11.0,56.0,7.0,0
2019,4,35.0,14.0,15.0,45.0,9.0,0
2019,5,35.0,13.0,19.0,53.0,10.0,0
2019,6,22.0,11.0,23.0,42.0,15.0,0
2019,7,37.0,9.0,23.0,58.0,10.0,0
2019,8,39.0,13.0,13.0,60.0,7.0,0
2019,9,26.0,9.0,13.0,43.0,6.0,0
2019,10,25.0,5.0,15.0,38.0,5.0,0
2019,11,19.0,11.0,13.0,33.0,7.0,0
2019,12,17.0,10.0,9.0,31.0,6.0,0
2020,1,4.0,10.0,11.0,19.0,4.0,0
2020,2,13.0,6.0,5.0,36.0,7.0,0
2020,3,20.0,12.0,16.0,38.0,8.0,0
2020,4,17.0,14.0,15.0,28.0,13.0,0
2020,5,27.0,22.0,19.0,42.0,8.0,0
2020,6,25.0,34.0,30.0,43.0,9.0,0
2020,7,21.0,28.0,33.0,25.0,9.0,0
2020,8,21.0,12.0,18.0,45.0,6.0,0
2020,9,21.0,11.0,18.0,35.0,7.0,0
2020,10,25.0,12.0,24.0,30.0,15.0,0
2020,11,41.0,11.0,17.0,55.0,15.0,0
2020,12,51.0,27.0,13.0,66.0,22.0,0
2021,1,20.0,13.0,15.0,21.0,5.0,0
2021,2,17.0,8.0,6.0,29.0,5.0,0
2021,3,28.0,19.0,19.0,40.0,8.0,0
2021,4,24.0,14.0,19.0,44.0,9.0,0
2021,5,7.0,9.0,11.0,36.0,18.0,0
2021,6,5.0,8.0,12.0,18.0,24.0,0
2021,7,11.0,16.0,12.0,31.0,26.0,0
2021,8,19.0,14.0,22.0,33.0,27.0,0
2021,9,12.0,11.0,23.0,22.0,21.0,0
2021,10,17.0,16.0,7.0,38.0,16.0,0
2021,11,16.0,16.0,11.0,39.0,15.0,0
2021,12,19.0,13.0,15.0,28.0,14.0,0
2022,1,11.0,14.0,16.0,25.0,13.0,0
2022,2,9.0,8.0,13.0,17.0,4.0,0
2022,3,27.0,10.0,21.0,49.0,8.0,0
2012,7,9.0,5.0,6.0,7.0,7.0,10
2012,8,16.0,2.0,16.0,23.0,11.0,10
2012,9,24.0,8.0,18.0,28.0,12.0,10
2012,10,14.0,12.0,8.0,16.0,10.0,10
2012,11,13.0,15.0,7.0,21.0,19.0,10
2012,12,23.0,14.0,9.0,38.0,23.0,10
2013,1,18.0,7.0,12.0,32.0,21.0,10
2013,2,15.0,19.0,11.0,18.0,7.0,10
2013,3,43.0,29.0,7.0,36.0,14.0,10
2013,4,24.0,12.0,9.0,46.0,9.0,10
2013,5,25.0,24.0,13.0,31.0,13.0,10
2013,6,26.0,13.0,15.0,29.0,10.0,10
2013,7,18.0,18.0,15.0,27.0,16.0,10
2013,8,21.0,19.0,15.0,30.0,23.0,10
2013,9,29.0,17.0,9.0,22.0,10.0,10
2013,10,36.0,19.0,20.0,31.0,14.0,10
2013,11,9.0,10.0,5.0,35.0,15.0,10
2013,12,30.0,9.0,6.0,45.0,23.0,10
2014,1,22.0,9.0,4.0,15.0,9.0,10
2014,2,8.0,4.0,7.0,22.0,6.0,10
2014,3,21.0,8.0,9.0,34.0,5.0,10
2014,4,16.0,6.0,10.0,28.0,8.0,10
2014,5,15.0,4.0,8.0,26.0,4.0,10
2014,6,12.0,13.0,14.0,14.0,5.0,10
2014,7,8.0,3.0,9.0,11.0,10.0,10
2014,8,16.0,14.0,5.0,10.0,11.0,10
2014,9,6.0,6.0,2.0,15.0,9.0,10
2014,10,10.0,6.0,4.0,13.0,6.0,10
2014,11,10.0,2.0,2.0,9.0,6.0,10
2014,12,15.0,7.0,11.0,28.0,4.0,10
2015,1,9.0,5.0,5.0,10.0,8.0,10
2015,2,6.0,2.0,5.0,8.0,4.0,10
2015,3,6.0,3.0,8.0,16.0,8.0,10
2015,4,19.0,9.0,3.0,21.0,16.0,10
2015,5,13.0,5.0,6.0,7.0,8.0,10
2015,6,19.0,0.0,9.0,14.0,2.0,10
2015,7,12.0,4.0,8.0,19.0,5.0,10
2015,8,5.0,2.0,5.0,9.0,5.0,10
2015,9,8.0,5.0,4.0,9.0,2.0,10
2015,10,6.0,2.0,3.0,12.0,6.0,10
2015,11,9.0,4.0,15.0,2.0,4.0,10
2015,12,4.0,12.0,16.0,14.0,1.0,10
2016,1,9.0,3.0,9.0,4.0,2.0,10
2016,2,3.0,1.0,8.0,5.0,0.0,10
2016,3,8.0,4.0,10.0,5.0,3.0,10
2016,4,4.0,6.0,4.0,6.0,4.0,10
2016,5,18.0,6.0,6.0,25.0,5.0,10
2016,6,10.0,3.0,6.0,8.0,4.0,10
2016,7,9.0,1.0,2.0,11.0,2.0,10
2016,8,8.0,7.0,2.0,16.0,4.0,10
2016,9,2.0,0.0,2.0,6.0,2.0,10
2016,10,7.0,0.0,6.0,7.0,2.0,10
2016,11,10.0,2.0,7.0,14.0,5.0,10
2016,12,18.0,1.0,3.0,13.0,6.0,10
2017,1,11.0,2.0,5.0,7.0,3.0,10
2017,2,8.0,5.0,5.0,12.0,5.0,10
2017,3,17.0,6.0,1.0,24.0,6.0,10
2017,4,20.0,2.0,4.0,16.0,7.0,10
2017,5,11.0,4.0,5.0,23.0,4.0,10
2017,6,14.0,2.0,7.0,27.0,9.0,10
2017,7,7.0,3.0,11.0,13.0,9.0,10
2017,8,9.0,4.0,6.0,17.0,6.0,10
2017,9,11.0,2.0,3.0,23.0,3.0,10
2017,10,6.0,1.0,8.0,12.0,7.0,10
2017,11,12.0,2.0,6.0,12.0,5.0,10
2017,12,7.0,1.0,5.0,12.0,5.0,10
2018,1,3.0,0.0,8.0,8.0,10.0,10
2018,2,6.0,0.0,8.0,5.0,2.0,10
2018,3,3.0,1.0,3.0,17.0,5.0,10
2018,4,4.0,5.0,8.0,17.0,5.0,10
2018,5,6.0,4.0,4.0,16.0,4.0,10
2018,6,7.0,3.0,7.0,10.0,4.0,10
2018,7,3.0,8.0,1.0,10.0,11.0,10
2018,8,5.0,9.0,7.0,16.0,3.0,10
2018,9,7.0,6.0,3.0,13.0,11.0,10
2018,10,2.0,5.0,1.0,11.0,6.0,10
2018,11,16.0,2.0,19.0,16.0,2.0,10
2018,12,14.0,1.0,6.0,23.0,6.0,10
2019,1,7.0,9.0,3.0,19.0,12.0,10
2019,2,6.0,8.0,2.0,9.0,6.0,10
2019,3,6.0,4.0,1.0,11.0,8.0,10
2019,4,6.0,6.0,8.0,9.0,11.0,10
2019,5,3.0,4.0,7.0,16.0,12.0,10
2019,6,6.0,12.0,1.0,14.0,4.0,10
2019,7,4.0,7.0,7.0,11.0,5.0,10
2019,8,5.0,4.0,4.0,11.0,6.0,10
2019,9,15.0,3.0,6.0,21.0,7.0,10
2019,10,5.0,4.0,13.0,15.0,12.0,10
2019,11,12.0,6.0,5.0,15.0,5.0,10
2019,12,7.0,3.0,9.0,19.0,4.0,10
2020,1,8.0,1.0,5.0,13.0,5.0,10
2020,2,14.0,6.0,17.0,18.0,3.0,10
2020,3,11.0,9.0,10.0,14.0,8.0,10
2020,4,18.0,5.0,9.0,23.0,18.0,10
2020,5,13.0,3.0,18.0,44.0,12.0,10
2020,6,7.0,13.0,9.0,14.0,8.0,10
2020,7,13.0,10.0,13.0,28.0,7.0,10
2020,8,7.0,6.0,3.0,13.0,9.0,10
2020,9,2.0,5.0,8.0,14.0,10.0,10
2020,10,6.0,9.0,9.0,15.0,8.0,10
2020,11,16.0,16.0,8.0,40.0,3.0,10
2020,12,20.0,15.0,9.0,22.0,9.0,10
2021,1,17.0,6.0,8.0,17.0,6.0,10
2021,2,4.0,6.0,2.0,6.0,5.0,10
2021,3,11.0,6.0,6.0,14.0,5.0,10
2021,4,10.0,10.0,12.0,20.0,11.0,10
2021,5,16.0,6.0,3.0,14.0,12.0,10
2021,6,9.0,3.0,3.0,13.0,6.0,10
2021,7,12.0,5.0,9.0,29.0,14.0,10
2021,8,11.0,3.0,16.0,20.0,17.0,10
2021,9,11.0,2.0,22.0,27.0,7.0,10
2021,10,15.0,9.0,10.0,21.0,13.0,10
2021,11,14.0,4.0,6.0,28.0,7.0,10
2021,12,12.0,11.0,17.0,28.0,11.0,10
2022,1,9.0,4.0,13.0,22.0,16.0,10
2022,2,2.0,3.0,6.0,8.0,5.0,10
2022,3,9.0,4.0,6.0,14.0,10.0,10
2012,7,15.0,7.0,19.0,16.0,6.0,1
2012,8,26.0,9.0,14.0,24.0,9.0,1
2012,9,18.0,20.0,28.0,24.0,10.0,1
2012,10,39.0,30.0,21.0,28.0,15.0,1
2012,11,32.0,20.0,19.0,32.0,28.0,1
2012,12,74.0,37.0,37.0,56.0,32.0,1
2013,1,87.0,84.0,37.0,54.0,27.0,1
2013,2,47.0,23.0,31.0,23.0,19.0,1
2013,3,78.0,46.0,40.0,48.0,36.0,1
2013,4,83.0,51.0,41.0,44.0,48.0,1
2013,5,68.0,41.0,43.0,60.0,40.0,1
2013,6,82.0,33.0,60.0,43.0,51.0,1
2013,7,66.0,36.0,35.0,27.0,33.0,1
2013,8,81.0,36.0,29.0,49.0,55.0,1
2013,9,93.0,48.0,41.0,41.0,69.0,1
2013,10,98.0,32.0,72.0,39.0,46.0,1
2013,11,76.0,35.0,62.0,35.0,37.0,1
2013,12,94.0,45.0,68.0,34.0,39.0,1
2014,1,51.0,24.0,45.0,27.0,28.0,1
2014,2,47.0,27.0,39.0,27.0,20.0,1
2014,3,52.0,17.0,26.0,20.0,22.0,1
2014,4,80.0,19.0,58.0,22.0,27.0,1
2014,5,56.0,19.0,32.0,25.0,19.0,1
2014,6,40.0,15.0,17.0,18.0,7.0,1
2014,7,58.0,7.0,31.0,26.0,15.0,1
2014,8,42.0,23.0,34.0,23.0,21.0,1
2014,9,56.0,12.0,31.0,15.0,19.0,1
2014,10,40.0,21.0,19.0,33.0,10.0,1
2014,11,51.0,15.0,25.0,32.0,11.0,1
2014,12,86.0,30.0,59.0,33.0,22.0,1
2015,1,38.0,12.0,19.0,16.0,10.0,1
2015,2,15.0,6.0,13.0,20.0,8.0,1
2015,3,28.0,10.0,17.0,21.0,5.0,1
2015,4,40.0,11.0,23.0,24.0,7.0,1
2015,5,49.0,9.0,32.0,26.0,22.0,1
2015,6,58.0,17.0,41.0,35.0,10.0,1
2015,7,25.0,8.0,21.0,13.0,16.0,1
2015,8,39.0,14.0,23.0,24.0,7.0,1
2015,9,33.0,6.0,36.0,23.0,13.0,1
2015,10,22.0,8.0,17.0,13.0,6.0,1
2015,11,37.0,15.0,20.0,14.0,12.0,1
2015,12,56.0,17.0,34.0,25.0,14.0,1
2016,1,30.0,8.0,21.0,34.0,4.0,1
2016,2,15.0,2.0,8.0,16.0,5.0,1
2016,3,17.0,4.0,15.0,14.0,7.0,1
2016,4,16.0,6.0,16.0,15.0,9.0,1
2016,5,30.0,13.0,23.0,13.0,4.0,1
2016,6,25.0,3.0,17.0,12.0,8.0,1
2016,7,23.0,7.0,10.0,13.0,16.0,1
2016,8,27.0,6.0,18.0,14.0,7.0,1
2016,9,18.0,9.0,15.0,18.0,5.0,1
2016,10,14.0,8.0,16.0,10.0,10.0,1
2016,11,40.0,10.0,22.0,11.0,8.0,1
2016,12,36.0,3.0,23.0,13.0,7.0,1
2017,1,15.0,4.0,11.0,5.0,5.0,1
2017,2,17.0,9.0,6.0,4.0,6.0,1
2017,3,35.0,15.0,16.0,17.0,6.0,1
2017,4,29.0,14.0,35.0,7.0,3.0,1
2017,5,24.0,5.0,10.0,10.0,4.0,1
2017,6,19.0,11.0,19.0,21.0,3.0,1
2017,7,16.0,0.0,12.0,20.0,4.0,1
2017,8,30.0,4.0,17.0,20.0,6.0,1
2017,9,27.0,7.0,18.0,13.0,4.0,1
2017,10,37.0,4.0,15.0,23.0,7.0,1
2017,11,24.0,9.0,15.0,11.0,9.0,1
2017,12,15.0,6.0,15.0,14.0,12.0,1
2018,1,22.0,4.0,25.0,7.0,9.0,1
2018,2,14.0,2.0,6.0,10.0,7.0,1
2018,3,32.0,8.0,34.0,9.0,7.0,1
2018,4,46.0,6.0,38.0,10.0,10.0,1
2018,5,40.0,7.0,27.0,12.0,8.0,1
2018,6,45.0,6.0,32.0,10.0,14.0,1
2018,7,38.0,8.0,25.0,9.0,14.0,1
2018,8,40.0,12.0,36.0,12.0,12.0,1
2018,9,57.0,14.0,31.0,10.0,15.0,1
2018,10,52.0,6.0,18.0,18.0,8.0,1
2018,11,28.0,3.0,24.0,6.0,5.0,1
2018,12,24.0,3.0,18.0,10.0,10.0,1
2019,1,44.0,14.0,21.0,19.0,7.0,1
2019,2,25.0,10.0,19.0,10.0,4.0,1
2019,3,63.0,8.0,31.0,14.0,6.0,1
2019,4,55.0,21.0,38.0,16.0,7.0,1
2019,5,53.0,13.0,35.0,16.0,8.0,1
2019,6,44.0,13.0,35.0,22.0,14.0,1
2019,7,63.0,14.0,41.0,11.0,12.0,1
2019,8,67.0,13.0,27.0,15.0,7.0,1
2019,9,42.0,7.0,20.0,16.0,9.0,1
2019,10,43.0,4.0,20.0,16.0,7.0,1
2019,11,30.0,13.0,19.0,17.0,10.0,1
2019,12,26.0,11.0,19.0,15.0,8.0,1
2020,1,11.0,9.0,12.0,15.0,5.0,1
2020,2,30.0,4.0,14.0,20.0,9.0,1
2020,3,39.0,13.0,22.0,14.0,8.0,1
2020,4,23.0,15.0,18.0,24.0,14.0,1
2020,5,32.0,23.0,15.0,27.0,9.0,1
2020,6,42.0,28.0,30.0,31.0,7.0,1
2020,7,19.0,23.0,27.0,19.0,12.0,1
2020,8,29.0,6.0,29.0,26.0,6.0,1
2020,9,27.0,13.0,19.0,27.0,8.0,1
2020,10,28.0,7.0,27.0,23.0,9.0,1
2020,11,60.0,6.0,34.0,27.0,13.0,1
2020,12,69.0,23.0,39.0,32.0,21.0,1
2021,1,24.0,14.0,16.0,17.0,3.0,1
2021,2,21.0,7.0,13.0,19.0,6.0,1
2021,3,35.0,17.0,36.0,29.0,7.0,1
2021,4,31.0,15.0,25.0,39.0,8.0,1
2021,5,16.0,3.0,14.0,26.0,14.0,1
2021,6,9.0,5.0,14.0,12.0,18.0,1
2021,7,17.0,14.0,12.0,20.0,22.0,1
2021,8,25.0,14.0,22.0,23.0,26.0,1
2021,9,17.0,12.0,13.0,17.0,19.0,1
2021,10,18.0,10.0,9.0,28.0,14.0,1
2021,11,19.0,12.0,19.0,25.0,11.0,1
2021,12,26.0,12.0,13.0,18.0,8.0,1
2022,1,16.0,10.0,22.0,15.0,10.0,1
2022,2,12.0,9.0,15.0,14.0,4.0,1
2022,3,36.0,6.0,31.0,29.0,9.0,1
2012,7,9.0,7.0,7.0,10.0,13.0,2
2012,8,13.0,14.0,8.0,16.0,17.0,2
2012,9,13.0,14.0,17.0,24.0,9.0,2
2012,10,16.0,10.0,25.0,31.0,29.0,2
2012,11,23.0,7.0,24.0,36.0,28.0,2
2012,12,33.0,31.0,39.0,55.0,49.0,2
2013,1,19.0,18.0,32.0,99.0,18.0,2
2013,2,11.0,16.0,19.0,36.0,11.0,2
2013,3,33.0,18.0,48.0,51.0,26.0,2
2013,4,20.0,33.0,44.0,65.0,21.0,2
2013,5,34.0,50.0,40.0,67.0,30.0,2
2013,6,38.0,53.0,43.0,57.0,21.0,2
2013,7,24.0,29.0,56.0,47.0,24.0,2
2013,8,24.0,28.0,53.0,48.0,12.0,2
2013,9,24.0,8.0,71.0,81.0,15.0,2
2013,10,20.0,17.0,66.0,55.0,23.0,2
2013,11,18.0,9.0,46.0,39.0,12.0,2
2013,12,15.0,18.0,55.0,56.0,20.0,2
2014,1,13.0,12.0,41.0,27.0,11.0,2
2014,2,3.0,9.0,38.0,27.0,3.0,2
2014,3,20.0,8.0,29.0,28.0,14.0,2
2014,4,9.0,6.0,34.0,32.0,11.0,2
2014,5,12.0,7.0,25.0,24.0,13.0,2
2014,6,6.0,7.0,29.0,26.0,17.0,2
2014,7,11.0,8.0,33.0,29.0,6.0,2
2014,8,5.0,9.0,35.0,22.0,10.0,2
2014,9,11.0,9.0,24.0,25.0,8.0,2
2014,10,5.0,9.0,25.0,23.0,10.0,2
2014,11,7.0,6.0,23.0,23.0,5.0,2
2014,12,10.0,1.0,61.0,48.0,16.0,2
2015,1,4.0,4.0,21.0,17.0,6.0,2
2015,2,4.0,1.0,16.0,7.0,2.0,2
2015,3,3.0,5.0,10.0,11.0,7.0,2
2015,4,7.0,4.0,14.0,22.0,5.0,2
2015,5,4.0,5.0,44.0,20.0,2.0,2
2015,6,3.0,2.0,28.0,22.0,5.0,2
2015,7,10.0,2.0,23.0,17.0,2.0,2
2015,8,2.0,2.0,17.0,20.0,4.0,2
2015,9,5.0,2.0,20.0,10.0,4.0,2
2015,10,3.0,5.0,18.0,9.0,5.0,2
2015,11,6.0,5.0,22.0,22.0,17.0,2
2015,12,7.0,10.0,31.0,22.0,7.0,2
2016,1,1.0,6.0,10.0,11.0,3.0,2
2016,2,5.0,4.0,9.0,5.0,4.0,2
2016,3,7.0,2.0,21.0,5.0,5.0,2
2016,4,6.0,2.0,8.0,11.0,2.0,2
2016,5,4.0,5.0,13.0,14.0,9.0,2
2016,6,8.0,2.0,10.0,8.0,8.0,2
2016,7,8.0,3.0,19.0,10.0,5.0,2
2016,8,3.0,5.0,13.0,8.0,1.0,2
2016,9,1.0,1.0,27.0,9.0,8.0,2
2016,10,1.0,4.0,26.0,3.0,0.0,2
2016,11,2.0,1.0,15.0,13.0,11.0,2
2016,12,1.0,5.0,10.0,6.0,3.0,2
2017,1,3.0,2.0,6.0,8.0,7.0,2
2017,2,6.0,4.0,9.0,10.0,4.0,2
2017,3,2.0,5.0,15.0,15.0,3.0,2
2017,4,7.0,6.0,4.0,24.0,4.0,2
2017,5,3.0,2.0,13.0,12.0,5.0,2
2017,6,5.0,4.0,16.0,12.0,6.0,2
2017,7,4.0,1.0,17.0,3.0,4.0,2
2017,8,5.0,3.0,14.0,9.0,4.0,2
2017,9,5.0,2.0,13.0,13.0,8.0,2
2017,10,8.0,3.0,14.0,5.0,2.0,2
2017,11,5.0,0.0,21.0,13.0,7.0,2
2017,12,5.0,3.0,14.0,7.0,4.0,2
2018,1,7.0,2.0,16.0,6.0,4.0,2
2018,2,5.0,4.0,12.0,2.0,1.0,2
2018,3,4.0,4.0,14.0,5.0,5.0,2
2018,4,5.0,3.0,18.0,10.0,7.0,2
2018,5,7.0,2.0,16.0,18.0,12.0,2
2018,6,7.0,6.0,26.0,16.0,8.0,2
2018,7,9.0,7.0,25.0,11.0,8.0,2
2018,8,8.0,2.0,24.0,14.0,8.0,2
2018,9,9.0,6.0,16.0,31.0,8.0,2
2018,10,4.0,4.0,12.0,12.0,8.0,2
2018,11,3.0,3.0,22.0,9.0,10.0,2
2018,12,5.0,4.0,14.0,10.0,6.0,2
2019,1,4.0,3.0,20.0,25.0,9.0,2
2019,2,5.0,0.0,11.0,12.0,4.0,2
2019,3,2.0,2.0,14.0,20.0,9.0,2
2019,4,5.0,2.0,16.0,17.0,12.0,2
2019,5,2.0,2.0,18.0,19.0,10.0,2
2019,6,7.0,0.0,19.0,20.0,15.0,2
2019,7,7.0,4.0,22.0,22.0,18.0,2
2019,8,10.0,1.0,16.0,33.0,22.0,2
2019,9,8.0,3.0,16.0,14.0,20.0,2
2019,10,9.0,5.0,14.0,17.0,26.0,2
2019,11,6.0,5.0,16.0,20.0,9.0,2
2019,12,6.0,4.0,15.0,14.0,18.0,2
2020,1,3.0,3.0,11.0,10.0,14.0,2
2020,2,7.0,9.0,9.0,12.0,34.0,2
2020,3,8.0,19.0,13.0,20.0,47.0,2
2020,4,7.0,5.0,17.0,16.0,27.0,2
2020,5,9.0,8.0,24.0,25.0,53.0,2
2020,6,22.0,52.0,23.0,39.0,38.0,2
2020,7,15.0,22.0,12.0,27.0,52.0,2
2020,8,11.0,17.0,14.0,11.0,39.0,2
2020,9,5.0,16.0,17.0,13.0,42.0,2
2020,10,9.0,13.0,23.0,12.0,27.0,2
2020,11,11.0,19.0,17.0,19.0,20.0,2
2020,12,18.0,15.0,26.0,32.0,16.0,2
2021,1,1.0,14.0,19.0,14.0,16.0,2
2021,2,5.0,9.0,10.0,6.0,4.0,2
2021,3,11.0,15.0,16.0,18.0,15.0,2
2021,4,6.0,18.0,21.0,16.0,13.0,2
2021,5,8.0,14.0,26.0,8.0,15.0,2
2021,6,14.0,10.0,26.0,9.0,10.0,2
2021,7,17.0,7.0,38.0,13.0,20.0,2
2021,8,19.0,13.0,32.0,15.0,9.0,2
2021,9,9.0,12.0,38.0,13.0,16.0,2
2021,10,12.0,12.0,25.0,15.0,12.0,2
2021,11,8.0,17.0,15.0,13.0,4.0,2
2021,12,9.0,18.0,19.0,12.0,8.0,2
2022,1,5.0,9.0,28.0,9.0,6.0,2
2022,2,2.0,7.0,10.0,11.0,5.0,2
2022,3,7.0,8.0,21.0,8.0,4.0,2
2012,7,20.0,10.0,10.0,2.0,10.0,3
2012,8,9.0,23.0,17.0,2.0,26.0,3
2012,9,27.0,19.0,10.0,6.0,23.0,3
2012,10,27.0,24.0,26.0,11.0,26.0,3
2012,11,28.0,33.0,26.0,3.0,30.0,3
2012,12,31.0,74.0,35.0,8.0,30.0,3
2013,1,24.0,66.0,11.0,10.0,25.0,3
2013,2,15.0,42.0,14.0,9.0,21.0,3
2013,3,25.0,67.0,23.0,13.0,34.0,3
2013,4,29.0,66.0,37.0,14.0,30.0,3
2013,5,44.0,65.0,27.0,18.0,33.0,3
2013,6,46.0,66.0,13.0,18.0,37.0,3
2013,7,30.0,57.0,28.0,6.0,45.0,3
2013,8,25.0,70.0,18.0,13.0,43.0,3
2013,9,36.0,92.0,21.0,4.0,67.0,3
2013,10,44.0,96.0,17.0,13.0,66.0,3
2013,11,38.0,84.0,17.0,7.0,38.0,3
2013,12,40.0,101.0,17.0,13.0,51.0,3
2014,1,28.0,59.0,9.0,3.0,42.0,3
2014,2,29.0,51.0,6.0,8.0,27.0,3
2014,3,22.0,53.0,13.0,6.0,34.0,3
2014,4,32.0,93.0,13.0,14.0,36.0,3
2014,5,11.0,59.0,6.0,15.0,16.0,3
2014,6,13.0,38.0,14.0,6.0,36.0,3
2014,7,24.0,64.0,7.0,9.0,46.0,3
2014,8,23.0,54.0,8.0,5.0,38.0,3
2014,9,20.0,61.0,16.0,3.0,25.0,3
2014,10,15.0,33.0,10.0,4.0,24.0,3
2014,11,14.0,46.0,9.0,9.0,26.0,3
2014,12,41.0,85.0,6.0,12.0,58.0,3
2015,1,16.0,37.0,4.0,8.0,21.0,3
2015,2,12.0,17.0,5.0,3.0,12.0,3
2015,3,19.0,31.0,12.0,5.0,10.0,3
2015,4,15.0,40.0,10.0,2.0,20.0,3
2015,5,23.0,54.0,10.0,4.0,40.0,3
2015,6,26.0,51.0,13.0,10.0,39.0,3
2015,7,19.0,21.0,13.0,7.0,23.0,3
2015,8,23.0,25.0,12.0,8.0,24.0,3
2015,9,22.0,32.0,3.0,4.0,19.0,3
2015,10,15.0,21.0,6.0,4.0,18.0,3
2015,11,12.0,35.0,12.0,6.0,19.0,3
2015,12,25.0,50.0,19.0,9.0,36.0,3
2016,1,16.0,27.0,5.0,5.0,13.0,3
2016,2,8.0,15.0,3.0,6.0,7.0,3
2016,3,10.0,22.0,4.0,5.0,26.0,3
2016,4,10.0,17.0,17.0,11.0,14.0,3
2016,5,13.0,27.0,4.0,13.0,19.0,3
