year,month,group_center,refer_point1,refer_point2,refer_point3,refer_point4,group
2019,3,75.0,29.0,38.0,76.0,18.0,0
2019,4,76.0,34.0,48.0,72.0,23.0,0
2019,5,81.0,28.0,57.0,73.0,24.0,0
2019,6,70.0,39.0,44.0,78.0,26.0,0
2019,7,97.0,30.0,60.0,87.0,27.0,0
2019,8,84.0,44.0,42.0,79.0,23.0,0
2019,9,59.0,25.0,29.0,55.0,25.0,0
2019,10,54.0,23.0,37.0,61.0,25.0,0
2019,11,47.0,32.0,27.0,52.0,26.0,0
2019,12,43.0,29.0,29.0,46.0,22.0,0
2020,1,19.0,17.0,20.0,29.0,19.0,0
2020,2,42.0,35.0,24.0,48.0,18.0,0
2020,3,63.0,42.0,36.0,60.0,20.0,0
2020,4,41.0,30.0,32.0,50.0,26.0,0
2020,5,52.0,46.0,49.0,68.0,42.0,0
2020,6,72.0,92.0,51.0,76.0,35.0,0
2020,7,47.0,56.0,49.0,42.0,31.0,0
2020,8,54.0,30.0,38.0,61.0,23.0,0
2020,9,53.0,35.0,39.0,58.0,24.0,0
2020,10,56.0,26.0,52.0,52.0,40.0,0
2020,11,77.0,38.0,42.0,83.0,32.0,0
2020,12,111.0,63.0,50.0,106.0,48.0,0
2021,1,39.0,37.0,28.0,41.0,27.0,0
2021,2,30.0,19.0,23.0,39.0,12.0,0
2021,3,59.0,39.0,52.0,75.0,29.0,0
2021,4,45.0,44.0,49.0,72.0,35.0,0
2021,5,30.0,25.0,31.0,48.0,41.0,0
2021,6,27.0,25.0,28.0,28.0,42.0,0
2021,7,44.0,30.0,36.0,41.0,55.0,0
2021,8,54.0,34.0,50.0,49.0,50.0,0
2021,9,52.0,30.0,54.0,37.0,50.0,0
2021,10,42.0,27.0,28.0,49.0,41.0,0
2021,11,39.0,28.0,30.0,51.0,23.0,0
2021,12,42.0,36.0,33.0,47.0,26.0,0
2022,1,37.0,21.0,33.0,34.0,35.0,0
2022,2,27.0,16.0,22.0,27.0,12.0,0
2022,3,54.0,22.0,36.0,69.0,28.0,0
2012,7,17.0,21.0,9.0,15.0,16.0,10
2012,8,42.0,23.0,27.0,44.0,23.0,10
2012,9,52.0,26.0,37.0,60.0,24.0,10
2012,10,31.0,25.0,17.0,39.0,16.0,10
2012,11,29.0,44.0,22.0,50.0,35.0,10
2012,12,47.0,42.0,31.0,68.0,47.0,10
2013,1,39.0,27.0,29.0,54.0,36.0,10
2013,2,30.0,33.0,21.0,37.0,19.0,10
2013,3,75.0,61.0,46.0,86.0,31.0,10
2013,4,63.0,35.0,28.0,71.0,21.0,10
2013,5,55.0,46.0,31.0,70.0,38.0,10
2013,6,52.0,48.0,27.0,62.0,29.0,10
2013,7,46.0,45.0,35.0,45.0,32.0,10
2013,8,42.0,28.0,29.0,42.0,34.0,10
2013,9,44.0,36.0,32.0,52.0,25.0,10
2013,10,58.0,33.0,30.0,62.0,27.0,10
2013,11,31.0,34.0,9.0,48.0,23.0,10
2013,12,55.0,33.0,28.0,66.0,40.0,10
2014,1,34.0,29.0,9.0,32.0,20.0,10
2014,2,16.0,9.0,19.0,37.0,15.0,10
2014,3,40.0,20.0,25.0,49.0,20.0,10
2014,4,34.0,32.0,23.0,61.0,24.0,10
2014,5,26.0,12.0,20.0,39.0,15.0,10
2014,6,24.0,31.0,23.0,34.0,19.0,10
2014,7,17.0,12.0,43.0,22.0,22.0,10
2014,8,26.0,32.0,14.0,22.0,24.0,10
2014,9,13.0,16.0,10.0,25.0,16.0,10
2014,10,17.0,15.0,13.0,32.0,15.0,10
2014,11,14.0,12.0,10.0,19.0,17.0,10
2014,12,27.0,18.0,29.0,58.0,17.0,10
2015,1,18.0,13.0,11.0,23.0,18.0,10
2015,2,8.0,4.0,7.0,11.0,11.0,10
2015,3,17.0,9.0,16.0,26.0,12.0,10
2015,4,29.0,25.0,14.0,34.0,31.0,10
2015,5,19.0,16.0,20.0,23.0,23.0,10
2015,6,21.0,10.0,21.0,28.0,12.0,10
2015,7,20.0,7.0,16.0,31.0,9.0,10
2015,8,7.0,12.0,15.0,14.0,9.0,10
2015,9,13.0,9.0,12.0,14.0,9.0,10
2015,10,14.0,7.0,8.0,19.0,14.0,10
2015,11,14.0,8.0,19.0,8.0,13.0,10
2015,12,11.0,22.0,29.0,24.0,6.0,10
2016,1,11.0,10.0,13.0,12.0,11.0,10
2016,2,4.0,4.0,11.0,9.0,4.0,10
2016,3,13.0,10.0,17.0,13.0,5.0,10
2016,4,6.0,12.0,7.0,14.0,11.0,10
2016,5,26.0,11.0,12.0,38.0,12.0,10
2016,6,12.0,8.0,12.0,11.0,7.0,10
2016,7,13.0,5.0,10.0,14.0,6.0,10
2016,8,15.0,10.0,10.0,19.0,8.0,10
2016,9,4.0,2.0,5.0,11.0,5.0,10
2016,10,9.0,6.0,14.0,11.0,10.0,10
2016,11,18.0,8.0,19.0,28.0,9.0,10
2016,12,24.0,9.0,25.0,25.0,13.0,10
2017,1,19.0,8.0,15.0,16.0,8.0,10
2017,2,15.0,9.0,10.0,14.0,14.0,10
2017,3,28.0,16.0,14.0,37.0,15.0,10
2017,4,31.0,14.0,14.0,29.0,11.0,10
2017,5,18.0,12.0,16.0,35.0,8.0,10
2017,6,22.0,9.0,21.0,38.0,16.0,10
2017,7,14.0,8.0,23.0,23.0,13.0,10
2017,8,17.0,13.0,15.0,24.0,14.0,10
2017,9,16.0,10.0,8.0,30.0,10.0,10
2017,10,13.0,6.0,13.0,15.0,14.0,10
2017,11,19.0,13.0,16.0,26.0,11.0,10
2017,12,17.0,7.0,11.0,17.0,9.0,10
2018,1,9.0,8.0,16.0,15.0,15.0,10
2018,2,13.0,2.0,13.0,8.0,7.0,10
2018,3,11.0,9.0,6.0,22.0,10.0,10
2018,4,13.0,9.0,15.0,24.0,10.0,10
2018,5,12.0,8.0,28.0,26.0,12.0,10
2018,6,12.0,12.0,17.0,16.0,7.0,10
2018,7,13.0,14.0,9.0,14.0,14.0,10
2018,8,13.0,17.0,10.0,26.0,5.0,10
2018,9,17.0,17.0,12.0,23.0,14.0,10
2018,10,6.0,11.0,12.0,18.0,6.0,10
2018,11,27.0,7.0,34.0,29.0,5.0,10
2018,12,22.0,9.0,15.0,32.0,11.0,10
2019,1,26.0,18.0,12.0,26.0,20.0,10
2019,2,10.0,13.0,5.0,19.0,6.0,10
2019,3,12.0,11.0,9.0,25.0,14.0,10
2019,4,8.0,10.0,12.0,15.0,15.0,10
2019,5,14.0,15.0,21.0,30.0,17.0,10
2019,6,18.0,24.0,6.0,28.0,11.0,10
2019,7,15.0,14.0,14.0,20.0,11.0,10
2019,8,15.0,13.0,8.0,20.0,8.0,10
2019,9,25.0,9.0,20.0,33.0,11.0,10
2019,10,22.0,13.0,23.0,28.0,16.0,10
2019,11,16.0,10.0,14.0,27.0,13.0,10
2019,12,17.0,10.0,18.0,29.0,11.0,10
2020,1,14.0,6.0,12.0,22.0,8.0,10
2020,2,17.0,15.0,21.0,25.0,10.0,10
2020,3,19.0,17.0,20.0,26.0,16.0,10
2020,4,27.0,15.0,17.0,32.0,26.0,10
2020,5,28.0,7.0,32.0,63.0,15.0,10
2020,6,14.0,20.0,18.0,24.0,11.0,10
2020,7,33.0,24.0,35.0,50.0,15.0,10
2020,8,13.0,17.0,15.0,18.0,15.0,10
2020,9,7.0,6.0,22.0,23.0,14.0,10
2020,10,15.0,18.0,16.0,31.0,14.0,10
2020,11,31.0,33.0,29.0,69.0,7.0,10
2020,12,27.0,26.0,33.0,38.0,14.0,10
2021,1,23.0,20.0,25.0,31.0,15.0,10
2021,2,9.0,21.0,10.0,10.0,13.0,10
2021,3,14.0,17.0,19.0,34.0,11.0,10
2021,4,19.0,16.0,29.0,25.0,26.0,10
2021,5,29.0,13.0,34.0,38.0,16.0,10
2021,6,11.0,9.0,16.0,26.0,12.0,10
2021,7,26.0,16.0,30.0,53.0,18.0,10
2021,8,21.0,19.0,27.0,37.0,22.0,10
2021,9,25.0,8.0,25.0,44.0,11.0,10
2021,10,30.0,25.0,36.0,36.0,23.0,10
2021,11,24.0,18.0,31.0,45.0,15.0,10
2021,12,26.0,25.0,44.0,43.0,32.0,10
2022,1,23.0,16.0,30.0,36.0,20.0,10
2022,2,7.0,14.0,13.0,19.0,7.0,10
2022,3,15.0,20.0,20.0,28.0,17.0,10
2012,7,27.0,19.0,31.0,27.0,20.0,1
2012,8,43.0,28.0,32.0,39.0,27.0,1
2012,9,52.0,31.0,58.0,36.0,34.0,1
2012,10,69.0,56.0,60.0,55.0,45.0,1
2012,11,69.0,51.0,48.0,54.0,55.0,1
2012,12,131.0,79.0,96.0,104.0,87.0,1
2013,1,172.0,150.0,78.0,108.0,71.0,1
2013,2,85.0,61.0,49.0,52.0,41.0,1
2013,3,145.0,91.0,68.0,105.0,78.0,1
2013,4,128.0,98.0,74.0,86.0,98.0,1
2013,5,134.0,106.0,97.0,103.0,103.0,1
2013,6,149.0,95.0,105.0,99.0,102.0,1
2013,7,112.0,75.0,79.0,70.0,102.0,1
2013,8,120.0,91.0,73.0,91.0,105.0,1
2013,9,153.0,116.0,101.0,86.0,140.0,1
2013,10,159.0,74.0,135.0,76.0,154.0,1
2013,11,133.0,66.0,106.0,67.0,98.0,1
2013,12,167.0,99.0,127.0,96.0,105.0,1
2014,1,100.0,49.0,81.0,54.0,74.0,1
2014,2,91.0,41.0,83.0,54.0,62.0,1
2014,3,81.0,42.0,71.0,52.0,56.0,1
2014,4,121.0,48.0,116.0,73.0,82.0,1
2014,5,95.0,37.0,67.0,67.0,42.0,1
2014,6,64.0,36.0,43.0,50.0,40.0,1
2014,7,94.0,37.0,84.0,59.0,71.0,1
2014,8,83.0,42.0,71.0,47.0,60.0,1
2014,9,82.0,36.0,66.0,44.0,58.0,1
2014,10,66.0,52.0,43.0,63.0,33.0,1
2014,11,74.0,37.0,50.0,52.0,42.0,1
2014,12,146.0,86.0,103.0,104.0,75.0,1
2015,1,56.0,35.0,43.0,43.0,28.0,1
2015,2,34.0,10.0,32.0,27.0,26.0,1
2015,3,48.0,30.0,38.0,36.0,22.0,1
2015,4,66.0,35.0,51.0,48.0,33.0,1
2015,5,83.0,28.0,70.0,56.0,55.0,1
2015,6,91.0,43.0,88.0,74.0,38.0,1
2015,7,48.0,19.0,47.0,35.0,32.0,1
2015,8,63.0,38.0,50.0,57.0,24.0,1
2015,9,49.0,19.0,53.0,38.0,38.0,1
2015,10,40.0,17.0,37.0,33.0,20.0,1
2015,11,61.0,35.0,49.0,41.0,36.0,1
2015,12,82.0,42.0,74.0,68.0,46.0,1
2016,1,54.0,16.0,49.0,51.0,16.0,1
2016,2,26.0,7.0,26.0,30.0,16.0,1
2016,3,31.0,8.0,37.0,23.0,25.0,1
2016,4,31.0,13.0,34.0,27.0,14.0,1
2016,5,47.0,26.0,43.0,33.0,23.0,1
2016,6,35.0,15.0,35.0,26.0,17.0,1
2016,7,39.0,18.0,32.0,27.0,25.0,1
2016,8,50.0,14.0,50.0,38.0,17.0,1
2016,9,36.0,17.0,31.0,32.0,30.0,1
2016,10,24.0,12.0,37.0,19.0,24.0,1
2016,11,52.0,21.0,46.0,38.0,29.0,1
2016,12,51.0,18.0,46.0,39.0,17.0,1
2017,1,26.0,11.0,27.0,18.0,12.0,1
2017,2,26.0,19.0,17.0,19.0,16.0,1
2017,3,48.0,31.0,30.0,39.0,13.0,1
2017,4,48.0,35.0,43.0,18.0,20.0,1
2017,5,33.0,17.0,30.0,24.0,22.0,1
2017,6,40.0,21.0,29.0,31.0,13.0,1
2017,7,25.0,9.0,22.0,30.0,12.0,1
2017,8,51.0,22.0,31.0,43.0,21.0,1
2017,9,42.0,17.0,34.0,30.0,16.0,1
2017,10,50.0,20.0,38.0,41.0,19.0,1
2017,11,41.0,19.0,32.0,29.0,31.0,1
2017,12,30.0,12.0,30.0,24.0,23.0,1
2018,1,39.0,9.0,45.0,28.0,20.0,1
2018,2,24.0,6.0,18.0,22.0,15.0,1
2018,3,50.0,13.0,63.0,33.0,18.0,1
2018,4,71.0,19.0,75.0,48.0,26.0,1
2018,5,58.0,20.0,57.0,39.0,28.0,1
2018,6,63.0,21.0,74.0,44.0,37.0,1
2018,7,56.0,23.0,57.0,49.0,29.0,1
2018,8,66.0,26.0,69.0,42.0,37.0,1
2018,9,80.0,36.0,59.0,47.0,35.0,1
2018,10,65.0,27.0,49.0,52.0,24.0,1
2018,11,44.0,14.0,53.0,24.0,22.0,1
2018,12,43.0,17.0,50.0,30.0,22.0,1
2019,1,68.0,33.0,53.0,55.0,25.0,1
2019,2,44.0,17.0,38.0,28.0,16.0,1
2019,3,79.0,30.0,71.0,58.0,16.0,1
2019,4,77.0,33.0,65.0,51.0,25.0,1
2019,5,80.0,27.0,72.0,57.0,21.0,1
2019,6,70.0,39.0,54.0,54.0,25.0,1
2019,7,89.0,27.0,88.0,67.0,27.0,1
2019,8,83.0,40.0,63.0,58.0,27.0,1
2019,9,60.0,26.0,47.0,45.0,19.0,1
2019,10,55.0,21.0,54.0,42.0,25.0,1
2019,11,51.0,37.0,40.0,38.0,17.0,1
2019,12,45.0,30.0,36.0,36.0,22.0,1
2020,1,29.0,18.0,24.0,25.0,12.0,1
2020,2,44.0,36.0,29.0,40.0,20.0,1
2020,3,61.0,41.0,44.0,51.0,21.0,1
2020,4,48.0,33.0,33.0,43.0,28.0,1
2020,5,67.0,46.0,58.0,56.0,32.0,1
2020,6,78.0,67.0,56.0,64.0,48.0,1
2020,7,51.0,46.0,56.0,36.0,36.0,1
2020,8,46.0,22.0,56.0,51.0,26.0,1
2020,9,53.0,28.0,50.0,46.0,27.0,1
2020,10,50.0,22.0,51.0,42.0,39.0,1
2020,11,81.0,26.0,65.0,70.0,36.0,1
2020,12,106.0,46.0,77.0,76.0,52.0,1
2021,1,41.0,28.0,30.0,32.0,21.0,1
2021,2,35.0,15.0,29.0,31.0,16.0,1
2021,3,63.0,29.0,59.0,50.0,43.0,1
2021,4,58.0,31.0,51.0,57.0,31.0,1
2021,5,35.0,21.0,29.0,40.0,28.0,1
2021,6,24.0,15.0,23.0,27.0,33.0,1
2021,7,39.0,35.0,28.0,35.0,43.0,1
2021,8,55.0,26.0,46.0,40.0,46.0,1
2021,9,39.0,24.0,37.0,30.0,45.0,1
2021,10,40.0,26.0,33.0,43.0,33.0,1
2021,11,47.0,27.0,38.0,45.0,25.0,1
2021,12,48.0,30.0,38.0,34.0,31.0,1
2022,1,37.0,18.0,38.0,27.0,32.0,1
2022,2,26.0,13.0,22.0,23.0,16.0,1
2022,3,65.0,20.0,52.0,53.0,21.0,1
2012,7,20.0,20.0,12.0,22.0,43.0,2
2012,8,21.0,29.0,24.0,38.0,49.0,2
2012,9,28.0,40.0,34.0,42.0,47.0,2
2012,10,35.0,43.0,42.0,53.0,65.0,2
2012,11,45.0,42.0,49.0,70.0,49.0,2
2012,12,60.0,84.0,68.0,109.0,100.0,2
2013,1,49.0,64.0,51.0,161.0,59.0,2
2013,2,35.0,52.0,30.0,67.0,45.0,2
2013,3,67.0,73.0,70.0,125.0,66.0,2
2013,4,71.0,65.0,71.0,119.0,63.0,2
2013,5,73.0,94.0,71.0,117.0,78.0,2
2013,6,80.0,97.0,87.0,123.0,52.0,2
2013,7,59.0,76.0,90.0,95.0,55.0,2
2013,8,61.0,60.0,89.0,119.0,41.0,2
2013,9,63.0,46.0,116.0,136.0,44.0,2
2013,10,48.0,33.0,125.0,123.0,45.0,2
2013,11,43.0,38.0,89.0,90.0,31.0,2
2013,12,42.0,55.0,93.0,118.0,45.0,2
2014,1,25.0,29.0,73.0,61.0,25.0,2
2014,2,21.0,23.0,59.0,54.0,10.0,2
2014,3,31.0,29.0,58.0,61.0,38.0,2
2014,4,34.0,14.0,70.0,79.0,20.0,2
2014,5,24.0,18.0,41.0,73.0,24.0,2
2014,6,21.0,17.0,44.0,51.0,29.0,2
2014,7,22.0,24.0,71.0,67.0,12.0,2
2014,8,20.0,19.0,73.0,67.0,17.0,2
2014,9,24.0,13.0,51.0,68.0,20.0,2
2014,10,21.0,19.0,47.0,55.0,22.0,2
2014,11,18.0,18.0,40.0,60.0,18.0,2
2014,12,32.0,22.0,88.0,103.0,27.0,2
2015,1,13.0,9.0,29.0,44.0,15.0,2
2015,2,10.0,5.0,26.0,15.0,5.0,2
2015,3,8.0,10.0,21.0,36.0,9.0,2
2015,4,16.0,15.0,30.0,44.0,15.0,2
2015,5,19.0,7.0,64.0,42.0,7.0,2
2015,6,13.0,10.0,51.0,51.0,13.0,2
2015,7,17.0,9.0,40.0,31.0,7.0,2
2015,8,7.0,7.0,26.0,40.0,6.0,2
2015,9,9.0,5.0,33.0,36.0,8.0,2
2015,10,11.0,10.0,27.0,26.0,18.0,2
2015,11,27.0,13.0,44.0,50.0,22.0,2
2015,12,19.0,19.0,43.0,52.0,18.0,2
2016,1,7.0,11.0,17.0,28.0,8.0,2
2016,2,12.0,7.0,16.0,18.0,7.0,2
2016,3,9.0,11.0,31.0,16.0,12.0,2
2016,4,10.0,8.0,15.0,20.0,7.0,2
2016,5,10.0,17.0,19.0,34.0,14.0,2
2016,6,20.0,11.0,14.0,27.0,15.0,2
2016,7,17.0,10.0,25.0,31.0,8.0,2
2016,8,8.0,10.0,19.0,25.0,4.0,2
2016,9,7.0,8.0,35.0,21.0,17.0,2
2016,10,9.0,10.0,28.0,16.0,4.0,2
2016,11,10.0,4.0,28.0,36.0,17.0,2
2016,12,6.0,12.0,25.0,24.0,9.0,2
2017,1,6.0,2.0,14.0,18.0,13.0,2
2017,2,9.0,8.0,17.0,23.0,7.0,2
2017,3,8.0,6.0,27.0,35.0,9.0,2
2017,4,16.0,19.0,15.0,46.0,7.0,2
2017,5,6.0,7.0,18.0,29.0,12.0,2
2017,6,12.0,9.0,28.0,27.0,11.0,2
2017,7,5.0,5.0,27.0,15.0,10.0,2
2017,8,11.0,8.0,21.0,29.0,12.0,2
2017,9,9.0,10.0,20.0,22.0,12.0,2
2017,10,9.0,4.0,25.0,40.0,5.0,2
2017,11,11.0,4.0,28.0,25.0,14.0,2
2017,12,15.0,8.0,23.0,26.0,10.0,2
2018,1,12.0,8.0,23.0,21.0,16.0,2
2018,2,6.0,9.0,17.0,14.0,5.0,2
2018,3,6.0,8.0,22.0,22.0,10.0,2
2018,4,7.0,9.0,24.0,39.0,17.0,2
2018,5,13.0,8.0,28.0,41.0,24.0,2
2018,6,15.0,15.0,41.0,35.0,18.0,2
2018,7,15.0,8.0,36.0,41.0,19.0,2
2018,8,16.0,8.0,35.0,42.0,16.0,2
2018,9,18.0,11.0,25.0,59.0,12.0,2
2018,10,10.0,14.0,19.0,39.0,21.0,2
2018,11,8.0,11.0,29.0,27.0,19.0,2
2018,12,10.0,9.0,25.0,23.0,18.0,2
2019,1,11.0,16.0,28.0,47.0,18.0,2
2019,2,7.0,8.0,16.0,29.0,10.0,2
2019,3,8.0,9.0,19.0,52.0,20.0,2
2019,4,13.0,12.0,27.0,46.0,26.0,2
2019,5,16.0,14.0,29.0,41.0,19.0,2
2019,6,14.0,7.0,30.0,44.0,20.0,2
2019,7,10.0,17.0,33.0,49.0,37.0,2
2019,8,10.0,13.0,28.0,63.0,37.0,2
2019,9,13.0,17.0,28.0,40.0,37.0,2
2019,10,16.0,25.0,27.0,37.0,47.0,2
2019,11,12.0,25.0,27.0,38.0,30.0,2
2019,12,15.0,22.0,30.0,30.0,74.0,2
2020,1,3.0,15.0,20.0,15.0,44.0,2
2020,2,15.0,38.0,20.0,35.0,85.0,2
2020,3,14.0,79.0,36.0,40.0,118.0,2
2020,4,21.0,28.0,34.0,39.0,55.0,2
2020,5,17.0,40.0,47.0,62.0,135.0,2
2020,6,53.0,110.0,47.0,86.0,100.0,2
2020,7,43.0,70.0,38.0,53.0,116.0,2
2020,8,24.0,33.0,30.0,32.0,87.0,2
2020,9,15.0,38.0,34.0,34.0,110.0,2
2020,10,26.0,30.0,43.0,30.0,63.0,2
2020,11,36.0,28.0,32.0,58.0,50.0,2
2020,12,38.0,36.0,45.0,77.0,28.0,2
2021,1,20.0,29.0,44.0,34.0,29.0,2
2021,2,17.0,19.0,20.0,27.0,9.0,2
2021,3,28.0,32.0,38.0,53.0,27.0,2
2021,4,24.0,36.0,46.0,38.0,30.0,2
2021,5,27.0,24.0,46.0,30.0,35.0,2
2021,6,32.0,18.0,41.0,20.0,24.0,2
2021,7,39.0,17.0,61.0,43.0,37.0,2
2021,8,37.0,26.0,56.0,49.0,20.0,2
2021,9,28.0,25.0,60.0,35.0,33.0,2
2021,10,29.0,25.0,39.0,37.0,26.0,2
2021,11,19.0,30.0,27.0,34.0,17.0,2
2021,12,20.0,26.0,35.0,42.0,22.0,2
2022,1,25.0,24.0,43.0,18.0,23.0,2
2022,2,11.0,15.0,17.0,17.0,7.0,2
2022,3,17.0,18.0,29.0,33.0,9.0,2
2012,7,31.0,29.0,20.0,32.0,17.0,3
2012,8,29.0,44.0,24.0,27.0,119.0,3
2012,9,43.0,49.0,33.0,35.0,45.0,3
2012,10,53.0,67.0,47.0,39.0,55.0,3
2012,11,50.0,67.0,47.0,35.0,67.0,3
2012,12,81.0,129.0,68.0,66.0,73.0,3
2013,1,64.0,136.0,32.0,51.0,56.0,3
2013,2,48.0,77.0,25.0,33.0,38.0,3
2013,3,62.0,140.0,41.0,42.0,65.0,3
2013,4,63.0,133.0,66.0,46.0,60.0,3
2013,5,89.0,134.0,53.0,70.0,73.0,3
2013,6,95.0,159.0,34.0,67.0,72.0,3
2013,7,71.0,114.0,52.0,37.0,81.0,3
2013,8,69.0,138.0,31.0,36.0,87.0,3
2013,9,102.0,173.0,31.0,31.0,107.0,3
2013,10,140.0,181.0,34.0,46.0,112.0,3
2013,11,109.0,149.0,36.0,42.0,80.0,3
2013,12,106.0,172.0,34.0,62.0,101.0,3
2014,1,80.0,106.0,16.0,29.0,80.0,3
2014,2,66.0,94.0,16.0,41.0,60.0,3
2014,3,57.0,86.0,23.0,20.0,61.0,3
2014,4,98.0,134.0,31.0,43.0,74.0,3
2014,5,51.0,93.0,18.0,39.0,39.0,3
2014,6,40.0,61.0,25.0,27.0,53.0,3
2014,7,73.0,109.0,26.0,25.0,86.0,3
2014,8,71.0,92.0,20.0,18.0,79.0,3
2014,9,62.0,89.0,30.0,14.0,61.0,3
2014,10,35.0,60.0,24.0,24.0,52.0,3
2014,11,44.0,77.0,17.0,26.0,49.0,3
2014,12,95.0,153.0,22.0,49.0,113.0,3
2015,1,39.0,59.0,10.0,22.0,40.0,3
2015,2,29.0,38.0,14.0,13.0,32.0,3
2015,3,37.0,48.0,22.0,23.0,25.0,3
2015,4,46.0,74.0,14.0,28.0,37.0,3
2015,5,68.0,89.0,19.0,32.0,77.0,3
2015,6,77.0,93.0,27.0,44.0,69.0,3
2015,7,45.0,49.0,24.0,26.0,49.0,3
2015,8,47.0,63.0,22.0,29.0,41.0,3
2015,9,47.0,59.0,14.0,30.0,42.0,3
2015,10,32.0,41.0,12.0,17.0,34.0,3
2015,11,39.0,59.0,19.0,23.0,40.0,3
2015,12,66.0,87.0,30.0,43.0,56.0,3
2016,1,38.0,50.0,11.0,33.0,28.0,3
2016,2,24.0,28.0,6.0,15.0,19.0,3
2016,3,34.0,34.0,7.0,15.0,42.0,3
2016,4,29.0,35.0,20.0,29.0,24.0,3
2016,5,39.0,49.0,9.0,30.0,31.0,3
